,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
5388,Fajardo,395,4,1,22,55,70,224,19,2015-10-01
5389,Guánica,127,3,1,2,22,26,73,0,2015-10-01
5390,Jayuya,77,0,2,1,16,33,24,1,2015-10-01
5391,Guayanilla,85,9,0,2,19,24,30,1,2015-10-01
5392,Guaynabo,808,19,3,92,32,152,448,62,2015-10-01
5393,Gurabo,217,15,1,32,33,48,79,9,2015-10-01
5394,Hatillo,559,2,0,23,9,103,390,32,2015-10-01
5395,Hormigueros,70,0,0,0,3,31,32,4,2015-10-01
5396,Humacao,576,9,3,64,28,142,298,32,2015-10-01
5397,Isabela,320,0,1,17,10,98,186,8,2015-10-01
5398,Guayama,444,6,0,34,49,103,239,13,2015-10-01
5399,Ciales,139,2,0,6,6,38,76,11,2015-10-01
5400,Aguada,154,0,0,10,17,54,69,4,2015-10-01
5401,Cayey,438,11,0,29,59,44,237,58,2015-10-01
5402,Adjuntas,85,1,2,2,13,32,35,0,2015-10-01
5403,Juana Díaz,347,3,1,27,35,75,194,12,2015-10-01
5404,Aguadilla,544,3,4,45,44,171,269,8,2015-10-01
5405,Aguas Buenas,163,7,0,19,21,50,57,9,2015-10-01
5406,Aibonito,147,5,0,10,17,46,57,12,2015-10-01
5407,Añasco,85,2,1,7,11,31,26,7,2015-10-01
5408,Arecibo,796,6,2,29,22,261,403,73,2015-10-01
5409,Arroyo,141,0,2,9,39,34,54,3,2015-10-01
5410,Barceloneta,435,0,0,19,7,93,276,40,2015-10-01
5411,Barranquitas,291,3,0,13,28,90,126,31,2015-10-01
5412,Bayamón,3500,26,5,335,75,523,1937,599,2015-10-01
5413,Cabo Rojo,197,5,3,14,15,69,79,12,2015-10-01
5414,Caguas,2040,16,3,199,89,348,1195,190,2015-10-01
5415,Camuy,256,1,1,14,20,81,133,6,2015-10-01
5416,Canóvanas,437,16,0,49,44,87,225,16,2015-10-01
5417,Carolina,2533,19,5,264,113,456,1516,160,2015-10-01
5418,Cataño,287,6,0,41,9,57,155,19,2015-10-01
5419,Ceiba,79,1,0,1,13,23,35,6,2015-10-01
5420,Juncos,253,12,2,40,24,58,98,19,2015-10-01
5421,Cidra,281,8,1,29,26,56,138,23,2015-10-01
5422,Lares,168,0,0,4,14,60,86,4,2015-10-01
5423,Salinas,285,3,1,19,36,42,173,11,2015-10-01
5424,San Germán,177,1,0,3,21,64,81,7,2015-10-01
5425,San Juan,6927,82,22,896,380,1022,3701,824,2015-10-01
5426,San Lorenzo,354,10,1,45,23,125,119,30,2015-10-01
5427,San Sebastián,255,1,0,9,8,96,133,8,2015-10-01
5428,Santa Isabel,206,5,0,10,15,30,134,12,2015-10-01
5429,Lajas,113,0,0,4,10,37,55,7,2015-10-01
5430,Sabana Grande,74,0,0,0,20,15,38,1,2015-10-01
5431,Toa Baja,1205,10,9,119,24,164,708,171,2015-10-01
5432,Utuado,229,0,3,6,29,81,105,5,2015-10-01
5433,Vega Alta,726,3,3,41,28,138,416,97,2015-10-01
5434,Vega Baja,854,3,5,85,14,155,488,104,2015-10-01
5435,Vieques,130,4,3,4,26,40,51,2,2015-10-01
5436,Villalba,130,1,0,7,20,30,66,6,2015-10-01
5437,Yabucoa,265,10,2,15,27,95,111,5,2015-10-01
5438,Yauco,218,1,0,22,50,35,107,3,2015-10-01
5439,Trujillo Alto,504,6,1,62,43,134,222,36,2015-10-01
5440,Rio Grande,321,12,2,26,35,92,137,17,2015-10-01
5441,Toa Alta,379,9,0,37,12,81,174,66,2015-10-01
5442,Quebradillas,162,0,1,9,5,46,98,3,2015-10-01
5443,Rincón,128,0,1,4,9,44,67,3,2015-10-01
5444,Las Marías,80,0,0,0,7,33,40,0,2015-10-01
5445,Las Piedras,257,3,1,37,10,81,107,18,2015-10-01
5446,Loiza,249,19,3,24,49,40,106,8,2015-10-01
5447,Luquillo,237,1,1,19,12,50,149,5,2015-10-01
5448,Maricao,36,0,1,0,3,18,14,0,2015-10-01
5449,Maunabo,91,0,0,8,8,24,51,0,2015-10-01
5450,Mayagüez,1156,6,5,71,104,275,630,65,2015-10-01
5451,Manatí,527,5,2,43,15,102,278,82,2015-10-01
5452,Morovis,314,1,1,18,17,103,142,32,2015-10-01
5453,Naguabo,170,1,0,15,13,60,72,9,2015-10-01
5454,Naranjito,274,3,0,20,13,58,140,40,2015-10-01
5455,Orocovis,189,2,0,8,12,61,96,10,2015-10-01
5456,Patillas,110,2,0,3,19,23,63,0,2015-10-01
5457,Peñuelas,130,2,0,8,15,46,59,0,2015-10-01
5458,Ponce,1822,27,9,113,185,294,1128,66,2015-10-01
5459,Moca,203,4,0,6,8,90,90,5,2015-10-01
5460,Fajardo,443,4,1,24,62,77,256,19,2015-11-01
5461,Coamo,243,4,0,15,22,48,130,24,2015-11-01
5462,Comerío,180,2,1,4,10,52,87,24,2015-11-01
5463,Corozal,261,4,2,16,11,49,138,41,2015-11-01
5464,Culebra,48,0,0,1,11,13,21,2,2015-11-01
5465,Dorado,682,13,2,55,19,95,431,67,2015-11-01
5466,Florida,97,1,2,7,1,51,26,9,2015-11-01
5467,Isabela,346,1,1,18,10,107,201,8,2015-11-01
5468,Guayama,502,7,1,38,53,120,267,16,2015-11-01
5469,Guayanilla,90,9,0,2,19,26,33,1,2015-11-01
5470,Guaynabo,880,19,4,96,34,159,501,67,2015-11-01
5471,Gurabo,234,16,1,35,35,50,86,11,2015-11-01
5472,Hatillo,600,2,0,24,11,106,425,32,2015-11-01
5473,Hormigueros,73,0,0,0,3,33,33,4,2015-11-01
5474,Humacao,636,9,3,71,31,153,330,39,2015-11-01
5475,Guánica,140,3,1,3,25,29,79,0,2015-11-01
5476,Cidra,314,8,1,32,27,65,156,25,2015-11-01
5477,Aguada,172,1,0,11,20,60,73,7,2015-11-01
5478,Ceiba,87,1,0,2,15,23,39,7,2015-11-01
5479,Jayuya,86,0,2,1,21,34,26,2,2015-11-01
5480,Aguadilla,592,3,4,47,47,189,289,13,2015-11-01
5481,Aguas Buenas,175,7,0,19,21,52,65,11,2015-11-01
5482,Aibonito,167,5,0,10,19,53,65,15,2015-11-01
5483,Añasco,95,2,1,8,12,33,30,9,2015-11-01
5484,Arecibo,856,8,2,30,23,268,447,78,2015-11-01
5485,Arroyo,159,0,2,10,42,40,62,3,2015-11-01
5486,Barceloneta,467,0,0,21,8,99,296,43,2015-11-01
5487,Barranquitas,316,3,0,14,31,99,137,32,2015-11-01
5488,Bayamón,3906,26,6,372,86,573,2192,651,2015-11-01
5489,Cabo Rojo,208,5,3,14,20,70,84,12,2015-11-01
5490,Caguas,2259,17,4,215,95,389,1318,221,2015-11-01
5491,Camuy,288,1,1,15,21,88,156,6,2015-11-01
5492,Canóvanas,480,19,0,50,48,92,255,16,2015-11-01
5493,Carolina,2754,19,6,283,117,494,1657,178,2015-11-01
5494,Cataño,305,7,0,46,9,58,163,22,2015-11-01
5495,Cayey,489,11,0,33,71,50,262,62,2015-11-01
5496,Ciales,156,2,0,7,6,44,86,11,2015-11-01
5497,Juana Díaz,377,5,1,28,36,84,211,12,2015-11-01
5498,Ponce,2018,28,9,122,211,335,1229,84,2015-11-01
5499,Lajas,120,0,0,4,12,39,58,7,2015-11-01
5500,Salinas,312,3,1,19,38,47,192,12,2015-11-01
5501,San Germán,188,1,1,3,22,68,84,9,2015-11-01
5502,San Juan,7629,97,23,994,415,1129,4088,882,2015-11-01
5503,San Lorenzo,396,13,1,49,25,141,131,35,2015-11-01
5504,San Sebastián,280,1,0,10,10,104,147,8,2015-11-01
5505,Santa Isabel,219,5,0,10,15,31,145,13,2015-11-01
5506,Toa Alta,448,10,0,43,19,107,197,72,2015-11-01
5507,Sabana Grande,84,0,0,0,24,17,41,2,2015-11-01
5508,Toa Baja,1331,12,10,134,29,177,781,188,2015-11-01
5509,Utuado,250,0,3,7,32,87,115,6,2015-11-01
5510,Vega Alta,777,3,3,43,29,152,441,106,2015-11-01
5511,Vega Baja,911,3,5,97,16,163,513,114,2015-11-01
5512,Vieques,143,4,3,4,27,45,58,2,2015-11-01
5513,Villalba,139,1,0,7,22,32,70,7,2015-11-01
5514,Yauco,238,1,0,22,57,39,113,6,2015-11-01
5515,Yabucoa,284,10,2,17,27,102,120,6,2015-11-01
5516,Trujillo Alto,551,6,1,71,47,143,244,39,2015-11-01
5517,Juncos,277,12,3,41,27,62,109,23,2015-11-01
5518,Rio Grande,363,13,2,33,37,100,161,17,2015-11-01
5519,Quebradillas,177,0,1,12,5,48,108,3,2015-11-01
5520,Lares,186,1,0,5,15,68,92,5,2015-11-01
5521,Las Marías,83,0,0,0,7,33,43,0,2015-11-01
5522,Las Piedras,285,3,1,42,14,87,114,24,2015-11-01
5523,Loiza,270,20,3,25,50,45,119,8,2015-11-01
5524,Luquillo,259,1,2,19,13,55,164,5,2015-11-01
5525,Manatí,619,8,2,48,21,111,327,102,2015-11-01
5526,Maricao,38,0,1,0,3,18,16,0,2015-11-01
5527,Rincón,136,0,1,4,9,48,71,3,2015-11-01
5528,Maunabo,103,0,0,8,10,29,56,0,2015-11-01
5529,Moca,211,4,0,6,8,94,94,5,2015-11-01
5530,Morovis,346,1,1,20,20,112,160,32,2015-11-01
5531,Naguabo,182,1,1,15,15,63,78,9,2015-11-01
5532,Naranjito,303,3,0,25,13,63,153,46,2015-11-01
5533,Orocovis,215,3,0,9,13,69,111,10,2015-11-01
5534,Patillas,120,2,0,3,19,28,67,1,2015-11-01
5535,Peñuelas,144,2,0,8,16,49,69,0,2015-11-01
5536,Mayagüez,1259,10,5,74,113,293,693,71,2015-11-01
5537,Adjuntas,90,1,2,2,13,35,37,0,2015-11-01
5538,Juncos,310,12,3,42,33,64,126,30,2015-12-01
5539,Aguada,191,1,0,11,22,64,87,6,2015-12-01
5540,Ponce,2260,34,10,135,244,386,1360,91,2015-12-01
5541,Peñuelas,161,2,1,8,18,55,77,0,2015-12-01
5542,Patillas,127,2,0,4,20,31,69,1,2015-12-01
5543,Orocovis,247,3,1,9,13,79,129,13,2015-12-01
5544,Naranjito,333,3,0,27,15,73,167,48,2015-12-01
5545,Naguabo,193,2,1,16,15,67,83,9,2015-12-01
5546,Morovis,373,1,1,24,22,120,169,36,2015-12-01
5547,Quebradillas,196,0,1,15,4,49,124,3,2015-12-01
5548,Moca,229,4,0,6,10,99,105,5,2015-12-01
5549,Maunabo,112,0,0,8,11,32,59,2,2015-12-01
5550,Maricao,44,1,1,0,4,19,19,0,2015-12-01
5551,Manatí,700,10,3,54,26,124,372,111,2015-12-01
5552,Luquillo,287,1,2,20,15,56,188,5,2015-12-01
5553,Loiza,294,21,3,30,53,45,134,8,2015-12-01
5554,Las Piedras,307,3,1,45,13,95,123,27,2015-12-01
5555,Las Marías,91,0,0,0,7,36,48,0,2015-12-01
5556,Mayagüez,1409,11,5,79,128,323,789,74,2015-12-01
5557,Lares,209,1,0,6,16,77,103,6,2015-12-01
5558,Rincón,144,0,1,4,10,50,76,3,2015-12-01
5559,Sabana Grande,95,0,0,0,27,22,44,2,2015-12-01
5560,Adjuntas,95,1,2,2,14,36,40,0,2015-12-01
5561,Yabucoa,307,13,2,17,29,110,127,9,2015-12-01
5562,Villalba,165,3,0,7,28,38,80,9,2015-12-01
5563,Vieques,161,4,3,7,28,50,67,2,2015-12-01
5564,Vega Baja,1011,4,10,104,21,186,558,128,2015-12-01
5565,Vega Alta,851,3,4,50,34,171,475,114,2015-12-01
5566,Utuado,267,2,3,7,36,93,120,6,2015-12-01
5567,Rio Grande,414,14,2,36,43,107,195,17,2015-12-01
5568,Trujillo Alto,600,9,1,75,49,150,273,43,2015-12-01
5569,Toa Alta,512,11,0,53,24,112,230,82,2015-12-01
5570,Santa Isabel,255,5,0,13,25,33,166,13,2015-12-01
5571,San Sebastián,318,1,0,11,14,118,165,9,2015-12-01
5572,San Lorenzo,428,13,1,58,25,148,144,38,2015-12-01
5573,San Juan,8368,116,25,1095,435,1239,4505,952,2015-12-01
5574,San Germán,205,1,2,3,22,77,91,9,2015-12-01
5575,Salinas,341,4,1,19,46,56,204,11,2015-12-01
5576,Toa Baja,1458,12,11,148,32,188,861,206,2015-12-01
5577,Lajas,133,1,0,4,14,43,64,7,2015-12-01
5578,Yauco,253,1,1,23,62,40,119,7,2015-12-01
5579,Juana Díaz,444,5,3,32,46,101,244,13,2015-12-01
5580,Cayey,548,11,0,36,75,59,297,70,2015-12-01
5581,Cataño,342,8,0,50,9,61,189,25,2015-12-01
5582,Carolina,2981,19,6,311,121,538,1803,183,2015-12-01
5583,Canóvanas,528,19,0,53,52,101,283,20,2015-12-01
5584,Camuy,322,3,2,17,21,94,178,7,2015-12-01
5585,Cabo Rojo,234,5,4,14,23,78,96,14,2015-12-01
5586,Bayamón,4291,27,10,419,94,616,2408,717,2015-12-01
5587,Barranquitas,355,3,0,20,33,106,158,35,2015-12-01
5588,Barceloneta,514,0,0,25,9,107,323,50,2015-12-01
5589,Arroyo,168,0,2,12,45,44,62,3,2015-12-01
5590,Arecibo,936,8,2,37,32,284,488,85,2015-12-01
5591,Añasco,107,2,1,8,12,37,38,9,2015-12-01
5592,Aibonito,189,5,0,14,20,57,77,16,2015-12-01
5593,Aguas Buenas,196,8,0,22,26,57,71,12,2015-12-01
5594,Aguadilla,694,3,4,55,56,223,335,18,2015-12-01
5595,Ceiba,101,1,0,2,16,24,50,8,2015-12-01
5596,Ciales,179,2,0,8,8,49,100,12,2015-12-01
5597,Caguas,2500,17,4,232,102,431,1466,248,2015-12-01
5598,Coamo,265,4,0,16,23,50,145,27,2015-12-01
5599,Jayuya,89,0,2,1,22,34,28,2,2015-12-01
5600,Cidra,346,8,1,33,33,73,170,28,2015-12-01
5601,Humacao,683,9,3,74,32,163,360,42,2015-12-01
5602,Hormigueros,86,0,0,0,5,39,38,4,2015-12-01
5603,Hatillo,676,2,0,31,12,114,473,44,2015-12-01
5604,Gurabo,253,18,1,37,36,55,93,13,2015-12-01
5605,Guaynabo,979,21,4,105,37,175,564,73,2015-12-01
5606,Guayanilla,96,9,0,2,22,27,35,1,2015-12-01
5607,Isabela,426,1,2,20,13,137,244,9,2015-12-01
5608,Guánica,162,3,1,3,31,33,91,0,2015-12-01
5609,Florida,107,1,2,7,3,52,31,11,2015-12-01
5610,Fajardo,486,5,1,26,70,84,278,22,2015-12-01
5611,Dorado,733,13,2,57,20,107,462,72,2015-12-01
5612,Culebra,52,0,0,1,14,13,22,2,2015-12-01
5613,Corozal,286,5,2,18,12,50,150,49,2015-12-01
5614,Comerío,196,2,1,6,12,58,91,26,2015-12-01
5615,Guayama,555,7,3,43,61,135,289,17,2015-12-01
5616,Patillas,12,0,0,0,1,5,6,0,2016-01-01
5617,Orocovis,24,0,0,2,0,7,15,0,2016-01-01
5618,Naranjito,24,0,0,1,0,5,13,5,2016-01-01
5619,Naguabo,16,0,0,1,4,1,9,1,2016-01-01
5620,Morovis,20,3,0,2,0,7,7,1,2016-01-01
5621,Moca,11,0,0,0,0,6,5,0,2016-01-01
5622,Mayagüez,117,2,1,6,14,17,75,2,2016-01-01
5623,Luquillo,34,0,0,1,4,9,18,2,2016-01-01
5624,Maricao,3,0,0,0,0,2,1,0,2016-01-01
5625,Manatí,60,0,0,7,2,9,33,9,2016-01-01
5626,Loiza,23,2,0,3,8,3,7,0,2016-01-01
5627,Las Piedras,24,0,0,2,1,9,11,1,2016-01-01
5628,Las Marías,5,0,0,0,0,0,5,0,2016-01-01
5629,Peñuelas,8,0,0,0,0,2,5,1,2016-01-01
5630,Maunabo,10,0,0,1,1,3,4,1,2016-01-01
5631,Ponce,198,0,0,9,27,32,113,17,2016-01-01
5632,Villalba,5,0,0,0,1,1,3,0,2016-01-01
5633,Rincón,14,0,0,0,2,3,9,0,2016-01-01
5634,Lares,22,1,0,1,3,7,10,0,2016-01-01
5635,Vieques,8,0,1,0,1,1,5,0,2016-01-01
5636,Vega Baja,89,0,1,12,3,19,50,4,2016-01-01
5637,Vega Alta,76,0,0,2,7,15,43,9,2016-01-01
5638,Utuado,20,1,0,0,8,5,6,0,2016-01-01
5639,Trujillo Alto,44,1,1,7,5,12,17,1,2016-01-01
5640,Toa Baja,101,0,0,16,2,13,56,14,2016-01-01
5641,Quebradillas,11,0,0,2,2,3,4,0,2016-01-01
5642,Toa Alta,31,0,0,6,1,4,12,8,2016-01-01
5643,San Sebastián,32,0,1,0,1,11,19,0,2016-01-01
5644,San Lorenzo,28,1,0,4,3,8,10,2,2016-01-01
5645,San Juan,775,11,0,128,39,91,434,72,2016-01-01
5646,San Germán,7,0,0,0,3,4,0,0,2016-01-01
5647,Salinas,31,1,0,1,4,6,18,1,2016-01-01
5648,Sabana Grande,10,0,0,0,4,4,2,0,2016-01-01
5649,Rio Grande,30,3,0,4,2,4,17,0,2016-01-01
5650,Santa Isabel,16,1,0,0,1,1,12,1,2016-01-01
5651,Lajas,7,0,0,0,0,4,3,0,2016-01-01
5652,Comerío,17,0,0,2,3,5,6,1,2016-01-01
5653,Juana Díaz,46,0,0,1,11,10,22,2,2016-01-01
5654,Cayey,43,0,0,5,6,7,22,3,2016-01-01
5655,Cataño,29,0,0,4,3,4,13,5,2016-01-01
5656,Carolina,221,2,0,22,12,41,133,11,2016-01-01
5657,Canóvanas,26,1,0,0,3,7,13,2,2016-01-01
5658,Camuy,36,0,0,3,3,3,26,1,2016-01-01
5659,Caguas,200,2,1,14,4,32,132,15,2016-01-01
5660,Cabo Rojo,17,0,0,0,2,5,10,0,2016-01-01
5661,Ceiba,6,0,0,0,1,3,2,0,2016-01-01
5662,Bayamón,335,2,0,45,3,42,180,63,2016-01-01
5663,Barceloneta,35,0,0,5,4,5,18,3,2016-01-01
5664,Arroyo,12,1,0,2,0,8,1,0,2016-01-01
5665,Arecibo,60,1,0,3,4,13,36,3,2016-01-01
5666,Añasco,12,0,0,0,1,8,3,0,2016-01-01
5667,Aibonito,12,1,0,0,1,3,6,1,2016-01-01
5668,Aguas Buenas,16,2,0,5,0,2,3,4,2016-01-01
5669,Yabucoa,24,1,0,1,2,6,14,0,2016-01-01
5670,Barranquitas,30,1,1,2,2,10,11,3,2016-01-01
5671,Juncos,31,1,0,5,11,3,9,2,2016-01-01
5672,Ciales,11,0,0,0,0,7,3,1,2016-01-01
5673,Coamo,28,1,0,3,1,7,13,3,2016-01-01
5674,Jayuya,8,0,0,0,4,1,3,0,2016-01-01
5675,Isabela,32,1,0,0,3,10,18,0,2016-01-01
5676,Humacao,61,0,0,8,4,14,33,2,2016-01-01
5677,Hormigueros,9,0,0,1,1,2,5,0,2016-01-01
5678,Hatillo,59,0,0,4,2,9,41,3,2016-01-01
5679,Gurabo,21,1,0,4,4,5,7,0,2016-01-01
5680,Guaynabo,93,1,0,13,5,9,60,5,2016-01-01
5681,Cidra,40,1,1,6,1,6,22,3,2016-01-01
5682,Guayanilla,4,0,0,1,1,1,1,0,2016-01-01
5683,Guánica,11,0,0,0,0,1,10,0,2016-01-01
5684,Florida,6,0,0,0,1,3,2,0,2016-01-01
5685,Fajardo,34,2,0,1,13,7,11,0,2016-01-01
5686,Dorado,86,1,0,12,2,26,40,5,2016-01-01
5687,Culebra,7,0,0,0,0,2,5,0,2016-01-01
5688,Corozal,21,0,0,1,0,4,10,6,2016-01-01
5689,Aguadilla,41,0,0,3,6,12,20,0,2016-01-01
5690,Guayama,41,0,0,1,5,16,18,1,2016-01-01
5691,Yauco,28,0,0,0,12,1,15,0,2016-01-01
5692,Adjuntas,4,0,0,0,0,2,2,0,2016-01-01
5693,Aguada,15,0,0,2,3,2,8,0,2016-01-01
5694,Yauco,47,0,0,0,16,5,26,0,2016-02-01
5695,Cidra,75,4,1,11,2,12,42,3,2016-02-01
5696,Coamo,54,1,0,3,4,17,26,3,2016-02-01
5697,Comerío,27,1,0,2,4,9,9,2,2016-02-01
5698,Corozal,50,0,0,6,0,13,21,10,2016-02-01
5699,Culebra,10,0,0,0,0,4,6,0,2016-02-01
5700,Dorado,147,1,0,17,3,38,81,7,2016-02-01
5701,Fajardo,70,2,1,1,17,18,31,0,2016-02-01
5702,Florida,11,0,0,0,3,4,4,0,2016-02-01
5703,Guánica,27,0,0,0,1,4,22,0,2016-02-01
5704,Guayama,90,0,0,2,8,25,53,2,2016-02-01
5705,Guayanilla,15,3,0,2,4,2,4,0,2016-02-01
5706,Guaynabo,178,4,0,19,12,24,104,15,2016-02-01
5707,Gurabo,41,2,0,6,4,10,19,0,2016-02-01
5708,Hatillo,109,0,0,7,4,15,76,7,2016-02-01
5709,Hormigueros,23,0,1,1,2,5,14,0,2016-02-01
5710,Ciales,26,0,0,1,1,10,12,2,2016-02-01
5711,Ceiba,17,0,0,2,3,7,5,0,2016-02-01
5712,Cayey,84,0,0,7,10,15,43,9,2016-02-01
5713,Cataño,51,1,1,4,5,9,26,5,2016-02-01
5714,Adjuntas,10,0,0,1,1,2,6,0,2016-02-01
5715,Aguada,30,0,0,2,6,4,18,0,2016-02-01
5716,Aguadilla,96,2,1,6,14,22,48,3,2016-02-01
5717,Aguas Buenas,38,2,0,7,2,9,12,6,2016-02-01
5718,Aibonito,32,1,0,0,3,9,17,2,2016-02-01
5719,Añasco,24,0,0,0,2,10,12,0,2016-02-01
5720,Arecibo,117,1,1,7,7,30,61,10,2016-02-01
5721,Humacao,119,2,0,14,6,45,48,4,2016-02-01
5722,Arroyo,19,1,0,2,1,12,3,0,2016-02-01
5723,Barranquitas,48,1,1,3,3,15,21,4,2016-02-01
5724,Bayamón,702,6,2,69,15,94,380,136,2016-02-01
5725,Cabo Rojo,38,1,0,0,7,7,22,1,2016-02-01
5726,Caguas,381,2,2,36,8,66,235,32,2016-02-01
5727,Camuy,74,0,0,8,8,10,45,3,2016-02-01
5728,Canóvanas,83,3,1,2,9,18,43,7,2016-02-01
5729,Carolina,483,3,0,36,23,91,302,28,2016-02-01
5730,Barceloneta,61,0,0,6,5,12,33,5,2016-02-01
5731,Yabucoa,39,1,0,1,2,12,23,0,2016-02-01
5732,Isabela,66,2,0,0,4,19,39,2,2016-02-01
5733,Juana Díaz,67,2,0,3,18,12,28,4,2016-02-01
5734,Rio Grande,62,3,0,6,6,14,32,1,2016-02-01
5735,Sabana Grande,25,0,1,2,6,8,6,2,2016-02-01
5736,Salinas,58,1,0,1,4,12,37,3,2016-02-01
5737,San Germán,17,0,0,2,6,6,3,0,2016-02-01
5738,San Juan,1518,23,2,202,87,209,858,137,2016-02-01
5739,San Lorenzo,63,1,0,12,6,17,23,4,2016-02-01
5740,San Sebastián,65,0,1,0,3,19,41,1,2016-02-01
5741,Rincón,25,1,0,0,2,7,15,0,2016-02-01
5742,Santa Isabel,35,4,1,1,2,4,21,2,2016-02-01
5743,Toa Baja,212,0,0,30,12,27,116,27,2016-02-01
5744,Trujillo Alto,90,3,1,9,7,20,44,6,2016-02-01
5745,Utuado,39,1,0,0,11,9,18,0,2016-02-01
5746,Vega Alta,127,1,0,7,8,29,71,11,2016-02-01
5747,Vega Baja,172,1,1,21,4,46,90,9,2016-02-01
5748,Vieques,26,0,1,1,5,6,12,1,2016-02-01
5749,Villalba,22,0,0,0,2,7,10,3,2016-02-01
5750,Toa Alta,58,0,0,9,1,10,21,17,2016-02-01
5751,Jayuya,16,0,0,0,8,2,6,0,2016-02-01
5752,Quebradillas,24,0,0,3,3,8,9,1,2016-02-01
5753,Peñuelas,21,0,0,0,2,6,11,2,2016-02-01
5754,Lajas,14,0,0,0,1,8,5,0,2016-02-01
5755,Lares,48,1,0,1,4,18,24,0,2016-02-01
5756,Las Marías,18,0,0,0,1,6,11,0,2016-02-01
5757,Las Piedras,42,0,0,5,1,15,17,4,2016-02-01
5758,Loiza,49,5,1,4,12,5,21,1,2016-02-01
5759,Luquillo,64,0,0,3,8,17,33,3,2016-02-01
5760,Manatí,92,0,0,10,5,18,48,11,2016-02-01
5761,Ponce,374,0,1,37,41,50,218,27,2016-02-01
5762,Maricao,7,0,0,0,1,2,4,0,2016-02-01
5763,Mayagüez,228,4,2,12,24,43,138,5,2016-02-01
5764,Moca,25,0,0,0,1,8,16,0,2016-02-01
5765,Morovis,43,3,0,6,1,16,15,2,2016-02-01
5766,Naguabo,27,1,1,4,3,5,12,1,2016-02-01
5767,Naranjito,55,1,0,4,1,9,29,11,2016-02-01
5768,Orocovis,46,1,0,4,3,9,29,0,2016-02-01
5769,Patillas,24,1,0,1,3,9,10,0,2016-02-01
5770,Maunabo,15,0,0,1,1,5,6,2,2016-02-01
5771,Juncos,49,1,0,8,13,8,16,3,2016-02-01
5772,Yauco,72,0,0,1,19,12,40,0,2016-03-01
5773,Aguada,41,0,0,3,8,6,23,1,2016-03-01
5774,Patillas,32,1,0,3,4,10,13,1,2016-03-01
5775,Orocovis,60,1,0,4,4,11,40,0,2016-03-01
5776,Naranjito,82,1,0,5,3,20,40,13,2016-03-01
5777,Naguabo,38,1,1,5,5,8,17,1,2016-03-01
5778,Morovis,65,3,0,6,5,21,26,4,2016-03-01
5779,Moca,41,0,0,0,1,13,27,0,2016-03-01
5780,Mayagüez,369,4,2,20,36,66,236,5,2016-03-01
5781,Maunabo,20,0,0,1,1,6,10,2,2016-03-01
5782,Maricao,14,0,0,0,1,3,10,0,2016-03-01
5783,Manatí,152,0,0,16,7,27,80,22,2016-03-01
5784,Luquillo,81,0,0,4,9,19,46,3,2016-03-01
5785,Loiza,62,5,1,4,13,8,30,1,2016-03-01
5786,Las Piedras,63,2,0,6,3,22,24,6,2016-03-01
5787,Las Marías,29,0,0,0,1,11,16,1,2016-03-01
5788,Lares,65,1,0,2,5,20,35,2,2016-03-01
5789,Peñuelas,40,0,0,1,6,10,21,2,2016-03-01
5790,Ponce,545,6,1,52,55,77,324,30,2016-03-01
5791,Rincón,39,1,0,0,3,9,25,1,2016-03-01
5792,Rio Grande,78,3,0,10,7,18,39,1,2016-03-01
5793,Yabucoa,56,1,0,1,3,19,31,1,2016-03-01
5794,Villalba,32,0,0,0,4,10,15,3,2016-03-01
5795,Vieques,37,0,1,1,7,9,18,1,2016-03-01
5796,Vega Baja,250,1,2,23,5,69,132,18,2016-03-01
5797,Vega Alta,183,1,0,15,10,36,106,15,2016-03-01
5798,Utuado,55,2,0,0,13,15,25,0,2016-03-01
5799,Trujillo Alto,131,8,1,10,9,30,65,8,2016-03-01
5800,Lajas,26,0,0,0,1,12,11,2,2016-03-01
5801,Toa Baja,306,4,0,38,15,30,181,38,2016-03-01
5802,Santa Isabel,58,4,1,2,3,8,37,3,2016-03-01
5803,San Sebastián,98,0,1,1,5,37,52,2,2016-03-01
5804,San Lorenzo,96,3,0,16,8,24,38,7,2016-03-01
5805,San Juan,2229,31,5,278,137,286,1270,222,2016-03-01
5806,San Germán,28,0,0,4,7,9,8,0,2016-03-01
5807,Salinas,77,1,0,1,4,16,51,4,2016-03-01
5808,Sabana Grande,33,0,1,1,8,11,10,2,2016-03-01
5809,Toa Alta,88,1,0,12,4,13,35,23,2016-03-01
5810,Juncos,63,1,0,9,16,10,23,4,2016-03-01
5811,Quebradillas,35,0,0,5,4,10,15,1,2016-03-01
5812,Jayuya,21,0,0,0,9,3,8,1,2016-03-01
5813,Cataño,73,1,1,7,6,12,41,5,2016-03-01
5814,Carolina,773,8,2,52,37,144,470,60,2016-03-01
5815,Canóvanas,120,5,1,7,10,25,65,7,2016-03-01
5816,Camuy,92,0,0,8,12,14,55,3,2016-03-01
5817,Caguas,568,3,5,48,17,97,350,48,2016-03-01
5818,Cabo Rojo,58,1,0,3,9,14,31,0,2016-03-01
5819,Bayamón,1068,9,2,107,28,129,599,194,2016-03-01
5820,Cayey,133,0,0,10,17,29,65,12,2016-03-01
5821,Barranquitas,78,1,1,3,5,25,37,6,2016-03-01
