,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
1915,San Juan,1004,13,1,129,25,147,507,182,2012-01-01
1916,San Lorenzo,23,0,0,5,2,9,6,1,2012-01-01
1917,San Sebastián,48,0,0,4,2,17,26,1,2012-01-01
1918,Santa Isabel,26,2,0,0,3,9,11,1,2012-01-01
1919,Rio Grande,44,1,0,1,6,20,13,3,2012-01-01
1920,Toa Alta,44,3,0,6,3,9,13,10,2012-01-01
1921,Trujillo Alto,68,0,0,13,4,15,28,8,2012-01-01
1922,Utuado,46,0,0,1,1,10,34,0,2012-01-01
1923,Vega Alta,53,0,0,3,2,11,23,14,2012-01-01
1924,Vega Baja,59,0,0,10,3,13,23,10,2012-01-01
1925,Vieques,31,0,0,0,4,15,11,1,2012-01-01
1926,Villalba,8,1,0,1,1,3,2,0,2012-01-01
1927,Juana Díaz,41,1,0,10,2,12,15,1,2012-01-01
1928,Toa Baja,158,3,0,11,4,32,85,23,2012-01-01
1929,Rincón,8,0,0,1,1,2,3,1,2012-01-01
1930,Yabucoa,24,0,0,4,2,11,7,0,2012-01-01
1931,Ponce,203,4,0,16,11,36,129,7,2012-01-01
1932,Quebradillas,9,0,0,2,0,2,5,0,2012-01-01
1933,Lares,34,0,0,0,0,13,21,0,2012-01-01
1934,Las Marías,2,0,0,0,0,0,2,0,2012-01-01
1935,Las Piedras,72,0,0,9,3,29,31,0,2012-01-01
1936,Loiza,37,3,0,3,6,7,15,3,2012-01-01
1937,Luquillo,25,0,0,0,1,14,7,3,2012-01-01
1938,Manatí,66,0,0,11,1,20,21,13,2012-01-01
1939,Maricao,7,0,0,0,1,1,5,0,2012-01-01
1940,Lajas,13,0,0,1,1,9,2,0,2012-01-01
1941,Mayagüez,224,2,0,12,8,51,136,15,2012-01-01
1942,Moca,16,0,0,1,0,5,10,0,2012-01-01
1943,Morovis,20,1,0,2,0,8,7,2,2012-01-01
1944,Naguabo,18,0,0,2,1,11,4,0,2012-01-01
1945,Naranjito,37,0,0,5,0,9,13,10,2012-01-01
1946,Orocovis,21,0,0,1,0,8,9,3,2012-01-01
1947,Patillas,15,1,0,1,2,2,8,1,2012-01-01
1948,Maunabo,8,0,0,1,0,2,4,1,2012-01-01
1949,Peñuelas,10,0,0,3,0,3,4,0,2012-01-01
1950,Peñuelas,29,0,0,4,0,10,13,2,2012-02-01
1951,Patillas,31,5,0,3,3,6,13,1,2012-02-01
1952,Orocovis,50,0,0,2,3,21,17,7,2012-02-01
1953,Naranjito,63,0,0,6,1,17,21,18,2012-02-01
1954,Naguabo,48,0,0,3,4,25,16,0,2012-02-01
1955,Morovis,54,1,0,6,3,28,14,2,2012-02-01
1956,Moca,30,0,0,3,1,11,15,0,2012-02-01
1957,Manatí,115,0,0,18,6,27,37,27,2012-02-01
1958,Maunabo,26,0,0,2,4,6,13,1,2012-02-01
1959,Maricao,12,0,0,0,1,2,9,0,2012-02-01
1960,Luquillo,47,1,0,1,1,28,10,6,2012-02-01
1961,Loiza,64,3,0,4,6,17,31,3,2012-02-01
1962,Las Piedras,124,0,0,15,7,50,51,1,2012-02-01
1963,Las Marías,17,1,0,0,1,7,8,0,2012-02-01
1964,Ponce,384,9,0,25,23,75,236,16,2012-02-01
1965,Mayagüez,411,2,0,26,13,92,255,23,2012-02-01
1966,Lares,62,0,0,1,1,26,33,1,2012-02-01
1967,Santa Isabel,58,4,0,3,4,17,28,2,2012-02-01
1968,Rio Grande,84,1,0,8,10,29,30,6,2012-02-01
1969,Yauco,70,2,0,7,10,17,33,1,2012-02-01
1970,Yabucoa,66,0,0,7,3,31,23,2,2012-02-01
1971,Villalba,17,2,0,3,2,5,5,0,2012-02-01
1972,Vieques,48,0,0,2,6,21,15,4,2012-02-01
1973,Vega Baja,109,2,0,22,6,24,36,19,2012-02-01
1974,Vega Alta,117,2,0,16,4,21,41,33,2012-02-01
1975,Utuado,101,0,0,2,3,33,63,0,2012-02-01
1976,Rincón,25,0,0,1,1,9,13,1,2012-02-01
1977,Trujillo Alto,117,0,0,22,9,30,45,11,2012-02-01
1978,Lajas,31,0,0,2,1,23,5,0,2012-02-01
1979,San Sebastián,97,0,0,4,2,40,49,2,2012-02-01
1980,San Lorenzo,53,3,0,10,2,19,13,6,2012-02-01
1981,San Juan,1914,25,2,268,52,252,982,333,2012-02-01
1982,San Germán,33,2,0,3,2,15,9,2,2012-02-01
1983,Salinas,136,3,0,6,4,45,74,4,2012-02-01
1984,Sabana Grande,26,0,0,1,1,17,7,0,2012-02-01
1985,Toa Baja,292,4,0,35,6,64,143,40,2012-02-01
1986,Juncos,70,4,0,12,1,25,26,2,2012-02-01
1987,Toa Alta,87,3,0,11,9,18,19,27,2012-02-01
1988,Jayuya,11,0,0,1,0,4,6,0,2012-02-01
1989,Carolina,555,7,0,84,26,106,270,62,2012-02-01
1990,Canóvanas,101,8,0,11,13,22,33,14,2012-02-01
1991,Camuy,57,0,0,5,0,27,23,2,2012-02-01
1992,Caguas,528,10,0,60,19,105,272,62,2012-02-01
1993,Cabo Rojo,65,3,0,4,2,30,22,4,2012-02-01
1994,Bayamón,959,13,0,91,19,179,516,141,2012-02-01
1995,Barranquitas,90,0,0,3,8,27,41,11,2012-02-01
1996,Barceloneta,57,1,0,3,2,24,20,7,2012-02-01
1997,Arroyo,34,4,0,0,2,21,6,1,2012-02-01
1998,Arecibo,159,5,0,21,7,71,35,20,2012-02-01
1999,Añasco,22,0,0,1,2,3,11,5,2012-02-01
2000,Aibonito,90,0,0,4,10,26,42,8,2012-02-01
2001,Aguas Buenas,50,2,0,9,2,26,9,2,2012-02-01
2002,Aguadilla,125,2,0,6,4,40,68,5,2012-02-01
2003,Aguada,47,0,0,3,1,27,11,5,2012-02-01
2004,Adjuntas,39,0,0,0,4,15,18,2,2012-02-01
2005,Juana Díaz,69,2,0,18,4,16,28,1,2012-02-01
2006,Cataño,36,3,0,8,1,10,10,4,2012-02-01
2007,Cayey,138,5,0,7,4,44,65,13,2012-02-01
2008,Quebradillas,22,0,0,3,0,9,7,3,2012-02-01
2009,Ciales,35,0,0,2,0,16,16,1,2012-02-01
2010,Ceiba,27,3,0,2,3,13,5,1,2012-02-01
2011,Isabela,67,0,0,2,1,24,38,2,2012-02-01
2012,Humacao,187,6,0,21,12,57,85,6,2012-02-01
2013,Hormigueros,14,0,0,0,0,7,7,0,2012-02-01
2014,Hatillo,63,0,0,10,0,26,16,11,2012-02-01
2015,Gurabo,65,1,0,6,8,22,24,4,2012-02-01
2016,Guayanilla,34,0,0,0,3,21,9,1,2012-02-01
2017,Guayama,180,0,0,7,11,57,100,5,2012-02-01
2018,Guaynabo,233,6,0,24,10,47,125,21,2012-02-01
2019,Florida,26,0,0,2,0,8,13,3,2012-02-01
2020,Fajardo,98,3,0,1,21,35,33,5,2012-02-01
2021,Dorado,135,2,1,17,3,28,61,23,2012-02-01
2022,Culebra,8,0,0,0,1,1,6,0,2012-02-01
2023,Corozal,69,0,0,4,2,11,31,21,2012-02-01
2024,Comerío,46,0,0,1,4,14,20,7,2012-02-01
2025,Coamo,99,0,0,10,9,38,36,6,2012-02-01
2026,Cidra,52,0,0,3,2,15,26,6,2012-02-01
2027,Guánica,29,1,0,0,4,14,10,0,2012-02-01
2028,Moca,41,0,0,4,1,16,19,1,2012-03-01
2029,Patillas,47,5,0,4,4,10,23,1,2012-03-01
2030,Orocovis,70,0,0,3,7,28,24,8,2012-03-01
2031,Naranjito,100,0,0,10,2,30,34,24,2012-03-01
2032,Naguabo,75,1,0,7,5,35,25,2,2012-03-01
2033,Morovis,80,1,0,7,6,39,23,4,2012-03-01
2034,Mayagüez,628,6,0,39,21,162,372,28,2012-03-01
2035,Lares,95,0,0,1,3,34,56,1,2012-03-01
2036,Maricao,25,0,0,0,2,7,16,0,2012-03-01
2037,Manatí,145,1,0,23,7,33,46,35,2012-03-01
2038,Luquillo,62,1,0,1,3,35,14,8,2012-03-01
2039,Loiza,88,6,0,4,8,21,45,4,2012-03-01
2040,Las Piedras,183,1,0,18,8,75,75,6,2012-03-01
2041,Las Marías,28,0,0,0,1,12,15,0,2012-03-01
2042,Maunabo,34,0,0,2,5,8,18,1,2012-03-01
2043,Peñuelas,46,0,0,5,0,19,19,3,2012-03-01
2044,San Lorenzo,87,3,0,15,6,34,22,7,2012-03-01
2045,Quebradillas,41,0,0,3,0,14,21,3,2012-03-01
2046,Villalba,23,2,0,3,3,9,6,0,2012-03-01
2047,Vieques,74,0,0,3,10,29,28,4,2012-03-01
2048,Vega Baja,163,5,0,29,8,39,46,36,2012-03-01
2049,Vega Alta,170,4,0,22,6,27,61,50,2012-03-01
2050,Utuado,160,0,0,4,4,53,99,0,2012-03-01
2051,Trujillo Alto,195,2,0,36,11,56,76,14,2012-03-01
2052,Toa Baja,424,4,0,62,10,88,190,70,2012-03-01
2053,Toa Alta,154,6,0,18,11,38,45,36,2012-03-01
2054,Santa Isabel,91,4,0,6,7,19,47,8,2012-03-01
2055,San Sebastián,154,0,0,7,6,68,71,2,2012-03-01
2056,Lajas,42,0,0,3,1,27,11,0,2012-03-01
2057,San Juan,2828,35,2,417,81,364,1472,457,2012-03-01
2058,San Germán,50,3,0,4,2,22,17,2,2012-03-01
2059,Salinas,203,3,0,9,9,55,122,5,2012-03-01
2060,Sabana Grande,46,0,0,2,3,28,13,0,2012-03-01
2061,Rio Grande,144,5,0,12,13,46,55,13,2012-03-01
2062,Rincón,46,1,0,4,1,16,23,1,2012-03-01
2063,Ponce,610,12,1,43,38,117,372,27,2012-03-01
2064,Juncos,113,4,0,13,6,42,45,3,2012-03-01
2065,Guayama,270,0,1,17,18,83,145,6,2012-03-01
2066,Jayuya,20,0,0,3,2,4,11,0,2012-03-01
2067,Canóvanas,156,10,0,18,20,31,63,14,2012-03-01
2068,Camuy,80,0,0,9,2,40,26,3,2012-03-01
2069,Caguas,842,12,0,87,23,176,455,89,2012-03-01
2070,Cabo Rojo,102,4,0,7,3,44,40,4,2012-03-01
2071,Bayamón,1437,16,0,130,26,276,773,216,2012-03-01
2072,Barranquitas,138,0,0,5,12,43,62,16,2012-03-01
2073,Barceloneta,94,1,0,7,5,31,40,10,2012-03-01
2074,Carolina,875,12,0,122,38,155,441,107,2012-03-01
2075,Arroyo,44,4,0,0,2,25,12,1,2012-03-01
2076,Añasco,39,0,0,2,3,8,19,7,2012-03-01
2077,Aibonito,133,0,0,8,13,35,63,14,2012-03-01
2078,Aguas Buenas,89,3,0,10,5,41,28,2,2012-03-01
2079,Aguadilla,187,2,0,12,7,62,98,6,2012-03-01
2080,Aguada,84,0,0,5,3,44,26,6,2012-03-01
2081,Adjuntas,59,0,0,1,5,24,27,2,2012-03-01
2082,Yabucoa,117,1,0,13,6,50,44,3,2012-03-01
2083,Arecibo,237,7,0,25,8,106,63,28,2012-03-01
2084,Juana Díaz,86,2,1,20,6,22,32,3,2012-03-01
2085,Cataño,58,3,0,14,2,19,16,4,2012-03-01
2086,Ceiba,36,5,0,2,4,17,7,1,2012-03-01
2087,Isabela,114,1,0,2,2,40,66,3,2012-03-01
2088,Humacao,301,7,0,37,18,85,139,15,2012-03-01
2089,Hormigueros,32,0,0,0,0,16,15,1,2012-03-01
2090,Hatillo,75,0,0,11,0,32,17,15,2012-03-01
2091,Gurabo,87,2,0,11,9,31,30,4,2012-03-01
2092,Guaynabo,330,7,0,32,11,66,182,32,2012-03-01
2093,Guayanilla,47,0,0,3,3,26,14,1,2012-03-01
2094,Cayey,198,7,0,10,5,61,99,16,2012-03-01
2095,Guánica,45,1,0,0,5,20,18,1,2012-03-01
2096,Fajardo,161,7,0,3,31,57,52,11,2012-03-01
2097,Dorado,193,4,1,31,3,40,82,32,2012-03-01
2098,Culebra,14,0,0,0,3,1,10,0,2012-03-01
2099,Corozal,102,0,0,4,4,25,45,24,2012-03-01
2100,Comerío,61,1,0,2,5,17,28,8,2012-03-01
2101,Coamo,124,0,0,12,11,42,51,8,2012-03-01
2102,Cidra,92,1,1,8,8,21,42,11,2012-03-01
2103,Florida,29,0,0,2,0,10,13,4,2012-03-01
2104,Ciales,61,0,0,6,0,27,25,3,2012-03-01
2105,Yauco,110,2,0,7,13,31,54,3,2012-03-01
2106,Cidra,115,1,1,10,12,25,50,16,2012-04-01
2107,Coamo,144,1,0,16,13,50,57,7,2012-04-01
2108,Comerío,77,1,0,3,8,23,32,10,2012-04-01
2109,Corozal,130,0,0,9,6,36,49,30,2012-04-01
2110,Culebra,22,0,0,0,6,2,14,0,2012-04-01
2111,Dorado,226,4,1,32,3,46,101,39,2012-04-01
2112,Fajardo,192,7,0,12,34,65,59,15,2012-04-01
2113,Florida,35,0,0,2,0,14,15,4,2012-04-01
2114,Ciales,70,0,0,6,1,29,30,4,2012-04-01
2115,Guánica,57,1,0,1,5,26,23,1,2012-04-01
2116,Guayanilla,58,0,0,3,5,28,21,1,2012-04-01
2117,Gurabo,123,2,0,17,12,45,43,4,2012-04-01
2118,Hatillo,127,0,0,13,3,56,33,22,2012-04-01
2119,Hormigueros,36,0,0,0,0,17,18,1,2012-04-01
2120,Humacao,418,8,0,50,25,116,201,18,2012-04-01
2121,Isabela,93,1,0,4,0,40,46,2,2012-04-01
2122,Jayuya,23,0,0,3,2,4,13,1,2012-04-01
2123,Guayama,338,2,1,25,18,105,180,7,2012-04-01
2124,Juana Díaz,112,3,2,24,6,27,46,4,2012-04-01
2125,Ceiba,43,5,0,2,4,22,9,1,2012-04-01
2126,Cataño,68,3,0,18,2,21,17,7,2012-04-01
2127,Adjuntas,92,0,0,2,6,36,45,3,2012-04-01
2128,Aguada,187,1,0,8,5,58,101,14,2012-04-01
2129,Aguadilla,171,1,0,11,8,75,67,9,2012-04-01
2130,Aguas Buenas,108,3,0,11,7,49,32,6,2012-04-01
2131,Aibonito,168,0,0,9,16,43,86,14,2012-04-01
2132,Añasco,52,0,0,3,3,14,24,8,2012-04-01
2133,Arecibo,340,9,0,31,15,146,94,45,2012-04-01
2134,Cayey,255,8,0,12,6,69,139,21,2012-04-01
2135,Arroyo,53,4,0,1,3,30,14,1,2012-04-01
2136,Barranquitas,179,1,0,6,17,54,83,18,2012-04-01
2137,Bayamón,1809,18,0,183,37,346,955,270,2012-04-01
2138,Cabo Rojo,136,5,0,8,4,55,60,4,2012-04-01
2139,Caguas,1126,18,0,111,38,227,621,111,2012-04-01
2140,Camuy,98,0,0,10,3,51,31,3,2012-04-01
2141,Canóvanas,211,10,0,24,24,52,85,16,2012-04-01
2142,Carolina,1165,16,0,157,50,225,597,120,2012-04-01
2143,Barceloneta,119,2,0,8,6,41,46,16,2012-04-01
2144,Juncos,147,5,0,19,8,52,59,4,2012-04-01
2145,Guaynabo,427,10,0,50,16,81,226,44,2012-04-01
2146,Lares,127,0,0,1,3,44,76,3,2012-04-01
2147,Sabana Grande,51,0,0,3,3,29,16,0,2012-04-01
2148,Salinas,249,3,0,10,10,72,149,5,2012-04-01
2149,San Germán,66,3,0,4,4,30,23,2,2012-04-01
2150,San Juan,3708,56,2,590,110,503,1888,559,2012-04-01
2151,San Lorenzo,122,3,0,21,10,47,32,9,2012-04-01
2152,Lajas,52,0,0,5,1,30,16,0,2012-04-01
2153,Santa Isabel,105,4,0,7,10,23,53,8,2012-04-01
2154,Toa Alta,210,6,0,27,11,57,63,46,2012-04-01
2155,Toa Baja,524,6,1,93,14,104,222,84,2012-04-01
2156,Trujillo Alto,240,3,0,41,11,74,96,15,2012-04-01
2157,Utuado,195,0,0,3,7,66,119,0,2012-04-01
2158,Vega Alta,206,5,0,29,8,34,72,58,2012-04-01
2159,Vega Baja,200,6,0,36,8,49,57,44,2012-04-01
2160,Vieques,99,0,0,4,14,39,38,4,2012-04-01
2161,Villalba,30,3,0,4,4,11,8,0,2012-04-01
2162,Yabucoa,156,2,0,15,10,66,60,3,2012-04-01
2163,Yauco,130,2,0,9,17,38,61,3,2012-04-01
2164,Rio Grande,196,5,0,14,16,69,76,16,2012-04-01
2165,Rincón,54,0,0,6,3,21,22,2,2012-04-01
2166,San Sebastián,166,1,0,8,5,55,92,5,2012-04-01
2167,Las Marías,36,1,0,0,1,18,16,0,2012-04-01
2168,Quebradillas,54,3,0,3,0,16,26,6,2012-04-01
2169,Las Piedras,219,1,0,19,13,91,88,7,2012-04-01
2170,Loiza,112,6,0,5,9,31,55,6,2012-04-01
2171,Luquillo,83,1,0,3,5,44,21,9,2012-04-01
2172,Manatí,174,1,0,26,10,43,52,42,2012-04-01
2173,Maunabo,45,0,0,2,6,13,23,1,2012-04-01
2174,Mayagüez,776,8,0,46,27,220,442,33,2012-04-01
2175,Maricao,31,0,0,0,2,8,21,0,2012-04-01
2176,Morovis,97,1,0,9,6,46,30,5,2012-04-01
2177,Naguabo,95,2,0,9,8,38,35,3,2012-04-01
2178,Naranjito,137,0,0,13,6,43,48,27,2012-04-01
2179,Orocovis,88,0,0,5,9,38,26,10,2012-04-01
2180,Patillas,58,5,0,5,4,13,28,3,2012-04-01
2181,Peñuelas,57,0,0,7,0,24,23,3,2012-04-01
2182,Ponce,781,15,1,53,44,145,485,38,2012-04-01
2183,Moca,175,0,0,8,5,83,78,1,2012-04-01
2184,Rincón,73,1,0,5,2,33,31,1,2012-05-01
2185,Naranjito,177,0,0,18,8,50,68,33,2012-05-01
2186,Quebradillas,74,4,0,3,0,21,40,6,2012-05-01
2187,Ponce,1004,18,1,74,57,183,626,45,2012-05-01
2188,Peñuelas,77,0,0,9,1,33,31,3,2012-05-01
2189,Patillas,72,5,0,5,5,18,34,5,2012-05-01
2190,Orocovis,103,0,0,5,11,43,32,12,2012-05-01
2191,Naguabo,119,2,0,12,10,47,45,3,2012-05-01
2192,Loiza,138,6,0,5,15,39,67,6,2012-05-01
2193,Moca,82,0,0,8,2,34,37,1,2012-05-01
2194,Mayagüez,945,10,0,52,34,267,540,42,2012-05-01
2195,Maunabo,51,0,0,2,6,17,25,1,2012-05-01
2196,Maricao,36,0,0,0,2,9,24,1,2012-05-01
2197,Manatí,216,2,0,29,10,56,62,57,2012-05-01
2198,Luquillo,109,2,0,9,8,50,30,10,2012-05-01
2199,Rio Grande,241,6,0,20,20,79,96,20,2012-05-01
2200,Morovis,124,1,0,10,6,59,38,10,2012-05-01
2201,Sabana Grande,64,0,0,4,4,32,24,0,2012-05-01
2202,Aguada,121,0,0,6,7,62,40,6,2012-05-01
2203,San Germán,88,3,0,6,6,36,35,2,2012-05-01
2204,Las Piedras,282,2,0,26,18,114,110,12,2012-05-01
2205,Adjuntas,118,0,0,2,7,41,65,3,2012-05-01
2206,Aguadilla,336,3,0,20,10,109,174,20,2012-05-01
2207,Yauco,153,3,0,9,18,44,76,3,2012-05-01
2208,Yabucoa,207,3,0,20,17,82,82,3,2012-05-01
2209,Villalba,39,3,0,4,4,15,12,1,2012-05-01
2210,Vieques,125,0,0,4,20,52,45,4,2012-05-01
2211,Vega Baja,266,6,0,44,11,60,88,57,2012-05-01
2212,Vega Alta,263,5,0,36,11,44,94,73,2012-05-01
2213,Utuado,232,0,0,5,7,80,140,0,2012-05-01
2214,Trujillo Alto,295,5,0,49,14,89,119,19,2012-05-01
2215,Toa Baja,652,6,1,119,19,127,282,98,2012-05-01
2216,Toa Alta,266,7,0,30,12,78,81,58,2012-05-01
2217,Santa Isabel,125,5,1,9,10,27,65,8,2012-05-01
2218,San Sebastián,269,0,0,12,8,129,115,5,2012-05-01
2219,San Lorenzo,173,3,0,25,14,71,48,12,2012-05-01
2220,San Juan,4627,76,3,705,135,638,2384,686,2012-05-01
2221,Salinas,301,4,0,12,17,85,177,6,2012-05-01
2222,Las Marías,46,1,0,0,1,24,20,0,2012-05-01
2223,Cidra,152,1,1,12,15,39,66,18,2012-05-01
2224,Lajas,64,0,0,5,2,33,24,0,2012-05-01
2225,Ceiba,55,6,0,2,4,28,13,2,2012-05-01
2226,Cayey,317,8,0,18,13,85,168,25,2012-05-01
2227,Cataño,89,4,0,19,6,26,27,7,2012-05-01
2228,Carolina,1458,20,0,197,61,282,752,146,2012-05-01
2229,Canóvanas,270,10,0,28,27,74,112,19,2012-05-01
2230,Camuy,123,1,0,14,3,63,38,4,2012-05-01
2231,Caguas,1517,21,0,149,53,299,858,137,2012-05-01
2232,Ciales,103,0,0,7,1,47,43,5,2012-05-01
2233,Cabo Rojo,197,5,0,9,5,78,94,6,2012-05-01
2234,Barranquitas,224,1,0,9,19,69,107,19,2012-05-01
2235,Barceloneta,154,2,0,9,7,51,68,17,2012-05-01
2236,Arroyo,76,4,0,1,3,42,25,1,2012-05-01
2237,Arecibo,407,12,0,36,17,170,121,51,2012-05-01
2238,Añasco,75,0,0,4,4,24,35,8,2012-05-01
2239,Aibonito,196,0,0,10,19,50,101,16,2012-05-01
2240,Lares,164,0,0,1,4,63,93,3,2012-05-01
2241,Bayamón,2284,22,0,242,46,434,1206,334,2012-05-01
2242,Coamo,179,2,0,18,18,58,75,8,2012-05-01
2243,Aguas Buenas,131,3,0,12,9,59,41,7,2012-05-01
2244,Juncos,192,6,0,25,13,66,75,7,2012-05-01
2245,Juana Díaz,147,5,2,26,8,40,62,4,2012-05-01
2246,Jayuya,38,1,0,4,3,8,21,1,2012-05-01
2247,Isabela,195,2,0,4,5,66,109,9,2012-05-01
2248,Humacao,552,9,0,55,29,144,290,25,2012-05-01
2249,Comerío,98,1,0,6,9,33,39,10,2012-05-01
2250,Hatillo,158,0,0,15,3,70,44,26,2012-05-01
2251,Gurabo,153,4,0,22,12,53,58,4,2012-05-01
2252,Guaynabo,551,13,0,68,18,101,294,57,2012-05-01
2253,Hormigueros,61,0,0,0,0,25,34,2,2012-05-01
2254,Guayama,415,2,1,30,24,126,224,8,2012-05-01
2255,Guánica,66,1,0,1,5,27,31,1,2012-05-01
2256,Florida,46,0,0,3,0,20,19,4,2012-05-01
2257,Fajardo,239,10,0,18,45,75,73,18,2012-05-01
2258,Dorado,281,4,1,37,3,57,128,51,2012-05-01
2259,Culebra,23,0,0,0,6,2,15,0,2012-05-01
2260,Corozal,157,0,0,13,8,40,59,37,2012-05-01
2261,Guayanilla,68,0,0,4,5,29,29,1,2012-05-01
2262,Peñuelas,98,0,0,11,2,40,42,3,2012-06-01
2263,Patillas,103,6,0,6,11,26,48,6,2012-06-01
2264,Orocovis,116,0,0,6,13,48,37,12,2012-06-01
2265,Naranjito,221,2,0,19,11,63,86,40,2012-06-01
2266,Naguabo,152,2,0,14,13,63,56,4,2012-06-01
2267,Morovis,152,1,0,11,7,71,48,14,2012-06-01
2268,Moca,111,0,0,8,4,50,47,2,2012-06-01
2269,Lares,196,0,0,2,4,71,116,3,2012-06-01
2270,Maunabo,58,1,0,2,8,18,28,1,2012-06-01
2271,Maricao,42,0,0,0,2,12,27,1,2012-06-01
2272,Manatí,248,3,0,35,12,61,73,64,2012-06-01
2273,Luquillo,132,2,0,12,8,54,45,11,2012-06-01
2274,Loiza,184,6,0,7,18,47,95,11,2012-06-01
2275,Las Piedras,322,3,0,30,24,130,123,12,2012-06-01
2276,Las Marías,60,1,0,0,2,31,26,0,2012-06-01
2277,Ponce,1227,22,2,94,70,225,761,53,2012-06-01
2278,Mayagüez,1092,12,0,57,42,307,624,50,2012-06-01
2279,Quebradillas,91,4,0,5,0,24,51,7,2012-06-01
2280,Toa Alta,335,7,0,33,15,106,107,67,2012-06-01
2281,Rio Grande,285,6,0,22,25,88,122,22,2012-06-01
2282,Yauco,184,4,0,10,22,48,97,3,2012-06-01
2283,Yabucoa,243,3,0,24,21,96,96,3,2012-06-01
2284,Villalba,53,3,0,4,3,17,25,1,2012-06-01
2285,Vieques,139,1,0,4,25,55,50,4,2012-06-01
2286,Vega Baja,346,8,0,53,16,82,121,66,2012-06-01
2287,Vega Alta,330,6,0,39,14,61,128,82,2012-06-01
2288,Utuado,257,0,0,5,9,85,157,1,2012-06-01
2289,Rincón,84,1,0,7,2,36,37,1,2012-06-01
2290,Trujillo Alto,340,5,0,54,18,105,136,22,2012-06-01
2291,Santa Isabel,156,5,1,12,11,33,82,12,2012-06-01
2292,San Sebastián,327,1,0,11,9,166,133,7,2012-06-01
2293,San Lorenzo,229,6,0,29,17,87,75,15,2012-06-01
2294,San Juan,5515,96,3,838,157,761,2854,806,2012-06-01
2295,San Germán,116,3,0,6,7,50,48,2,2012-06-01
2296,Salinas,350,5,0,14,20,96,208,7,2012-06-01
2297,Sabana Grande,82,0,0,4,4,41,33,0,2012-06-01
2298,Toa Baja,771,7,1,130,25,157,342,109,2012-06-01
2299,Lajas,76,0,0,6,2,39,29,0,2012-06-01
2300,Aguada,151,1,0,7,10,78,48,7,2012-06-01
2301,Juana Díaz,182,7,2,30,16,46,76,5,2012-06-01
2302,Cataño,108,4,0,21,9,30,36,8,2012-06-01
2303,Carolina,1760,24,0,238,72,336,919,171,2012-06-01
2304,Canóvanas,329,10,0,37,31,87,142,22,2012-06-01
2305,Camuy,143,2,0,17,3,69,47,5,2012-06-01
2306,Caguas,1796,31,0,169,63,356,1025,152,2012-06-01
2307,Juncos,220,8,0,29,17,74,80,12,2012-06-01
2308,Bayamón,2715,27,0,286,56,502,1446,398,2012-06-01
2309,Cayey,403,10,0,21,17,105,220,30,2012-06-01
2310,Barranquitas,281,2,0,14,25,86,129,25,2012-06-01
2311,Arroyo,94,5,0,3,3,51,31,1,2012-06-01
2312,Arecibo,482,16,0,47,19,194,147,59,2012-06-01
2313,Añasco,97,1,0,8,6,28,46,8,2012-06-01
2314,Aibonito,240,0,0,14,21,65,123,17,2012-06-01
2315,Aguas Buenas,155,5,0,14,12,67,50,7,2012-06-01
2316,Aguadilla,420,3,0,24,11,139,223,20,2012-06-01
2317,Adjuntas,145,0,0,4,10,50,78,3,2012-06-01
2318,Barceloneta,197,2,0,10,11,58,93,23,2012-06-01
2319,Ceiba,58,6,0,2,4,30,14,2,2012-06-01
2320,Cabo Rojo,269,5,0,12,6,122,117,7,2012-06-01
2321,Cidra,215,2,3,17,20,68,85,20,2012-06-01
2322,Ciales,122,0,0,10,4,51,52,5,2012-06-01
2323,Isabela,251,2,0,7,7,89,137,9,2012-06-01
2324,Humacao,655,10,0,66,35,186,331,27,2012-06-01
2325,Hormigueros,82,0,0,0,1,32,46,3,2012-06-01
2326,Hatillo,200,2,0,22,3,81,59,33,2012-06-01
2327,Gurabo,184,4,0,25,13,64,70,8,2012-06-01
2328,Guaynabo,665,17,0,78,20,122,364,64,2012-06-01
2329,Guayanilla,100,0,0,6,7,38,48,1,2012-06-01
2330,Jayuya,59,1,0,6,6,14,31,1,2012-06-01
2331,Guánica,88,1,0,1,5,33,47,1,2012-06-01
2332,Florida,60,0,0,4,0,33,19,4,2012-06-01
2333,Fajardo,290,12,0,20,52,94,94,18,2012-06-01
2334,Dorado,356,7,1,43,4,70,172,59,2012-06-01
2335,Culebra,27,0,0,0,7,3,17,0,2012-06-01
2336,Corozal,192,1,0,17,12,46,77,39,2012-06-01
2337,Comerío,125,1,0,8,14,39,48,15,2012-06-01
2338,Coamo,224,3,0,18,22,70,103,8,2012-06-01
2339,Guayama,473,4,1,33,30,145,250,10,2012-06-01
2340,Patillas,132,6,1,7,12,34,66,6,2012-07-01
2341,Orocovis,136,0,0,7,18,54,45,12,2012-07-01
2342,Naranjito,262,2,0,25,12,81,97,45,2012-07-01
2343,Naguabo,172,2,0,15,19,71,60,5,2012-07-01
2344,Morovis,186,1,0,13,9,91,52,20,2012-07-01
2345,Moca,137,0,0,9,7,64,55,2,2012-07-01
2346,Mayagüez,1255,14,0,72,44,353,712,60,2012-07-01
2347,Loiza,232,9,0,9,20,53,129,12,2012-07-01
2348,Maricao,49,0,0,0,4,12,31,2,2012-07-01
2349,Manatí,289,4,0,36,14,78,86,71,2012-07-01
