,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
0,Adjuntas,34.0,0.0,0.0,4.0,1.0,12.0,16.0,1.0,2010-01-01
1,Ponce,243.0,4.0,0.0,26.0,14.0,52.0,123.0,24.0,2010-01-01
2,Peñuelas,12.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,2010-01-01
3,Patillas,13.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,2010-01-01
4,Orocovis,22.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,2010-01-01
5,Naranjito,38.0,1.0,0.0,2.0,2.0,14.0,12.0,7.0,2010-01-01
6,Naguabo,20.0,2.0,0.0,0.0,1.0,15.0,2.0,0.0,2010-01-01
7,Morovis,21.0,0.0,0.0,0.0,1.0,10.0,5.0,5.0,2010-01-01
8,Quebradillas,12.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,2010-01-01
9,Moca,20.0,0.0,0.0,1.0,0.0,8.0,8.0,3.0,2010-01-01
10,Maunabo,6.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2010-01-01
11,Maricao,12.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2010-01-01
12,Manatí,39.0,1.0,0.0,1.0,2.0,8.0,8.0,19.0,2010-01-01
13,Luquillo,41.0,4.0,0.0,0.0,6.0,18.0,13.0,0.0,2010-01-01
14,Loiza,43.0,2.0,0.0,6.0,2.0,14.0,16.0,3.0,2010-01-01
15,Las Piedras,26.0,1.0,0.0,5.0,0.0,9.0,10.0,1.0,2010-01-01
16,Las Marías,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2010-01-01
17,Mayagüez,170.0,1.0,0.0,12.0,5.0,45.0,95.0,12.0,2010-01-01
18,Lares,51.0,0.0,0.0,6.0,3.0,22.0,19.0,1.0,2010-01-01
19,Rincón,13.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,2010-01-01
20,Sabana Grande,26.0,0.0,0.0,1.0,1.0,7.0,16.0,1.0,2010-01-01
21,Yauco,38.0,0.0,0.0,6.0,4.0,6.0,15.0,7.0,2010-01-01
22,Yabucoa,38.0,0.0,0.0,3.0,3.0,17.0,14.0,1.0,2010-01-01
23,Villalba,7.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2010-01-01
24,Vieques,19.0,0.0,0.0,2.0,0.0,8.0,8.0,1.0,2010-01-01
25,Vega Baja,56.0,2.0,0.0,11.0,1.0,15.0,10.0,17.0,2010-01-01
26,Vega Alta,44.0,1.0,0.0,9.0,5.0,8.0,10.0,11.0,2010-01-01
27,Utuado,90.0,0.0,0.0,2.0,3.0,43.0,42.0,0.0,2010-01-01
28,Rio Grande,51.0,1.0,0.0,15.0,5.0,12.0,16.0,2.0,2010-01-01
29,Trujillo Alto,71.0,0.0,0.0,8.0,1.0,29.0,29.0,4.0,2010-01-01
30,Toa Alta,39.0,0.0,0.0,7.0,3.0,17.0,6.0,6.0,2010-01-01
31,Santa Isabel,22.0,0.0,0.0,1.0,2.0,9.0,8.0,2.0,2010-01-01
32,San Sebastián,26.0,0.0,0.0,1.0,3.0,17.0,4.0,1.0,2010-01-01
33,San Lorenzo,26.0,1.0,0.0,2.0,1.0,14.0,8.0,0.0,2010-01-01
34,San Juan,746.0,12.0,0.0,127.0,23.0,123.0,365.0,96.0,2010-01-01
35,San Germán,11.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,2010-01-01
36,Salinas,63.0,0.0,0.0,2.0,2.0,18.0,39.0,2.0,2010-01-01
37,Toa Baja,124.0,0.0,0.0,24.0,4.0,32.0,45.0,19.0,2010-01-01
38,Lajas,13.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,2010-01-01
39,Aguada,33.0,0.0,0.0,1.0,2.0,18.0,10.0,2.0,2010-01-01
40,Juana Díaz,27.0,1.0,0.0,1.0,0.0,14.0,10.0,1.0,2010-01-01
41,Cayey,101.0,5.0,0.0,3.0,4.0,20.0,66.0,3.0,2010-01-01
42,Cataño,15.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2010-01-01
43,Carolina,251.0,5.0,0.0,35.0,7.0,39.0,137.0,28.0,2010-01-01
44,Canóvanas,63.0,1.0,0.0,8.0,5.0,25.0,22.0,2.0,2010-01-01
45,Camuy,12.0,0.0,0.0,2.0,0.0,6.0,1.0,3.0,2010-01-01
46,Caguas,163.0,0.0,0.0,21.0,8.0,66.0,46.0,22.0,2010-01-01
47,Bayamón,594.0,3.0,0.0,87.0,11.0,102.0,297.0,94.0,2010-01-01
48,Barranquitas,55.0,4.0,0.0,5.0,5.0,18.0,20.0,3.0,2010-01-01
49,Barceloneta,29.0,3.0,0.0,1.0,0.0,14.0,0.0,11.0,2010-01-01
50,Arroyo,16.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,2010-01-01
51,Arecibo,91.0,2.0,0.0,12.0,7.0,35.0,11.0,24.0,2010-01-01
52,Añasco,17.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,2010-01-01
53,Aibonito,50.0,1.0,0.0,2.0,2.0,23.0,16.0,6.0,2010-01-01
54,Aguas Buenas,26.0,0.0,0.0,2.0,1.0,19.0,4.0,0.0,2010-01-01
55,Aguadilla,70.0,0.0,0.0,7.0,2.0,38.0,22.0,1.0,2010-01-01
56,Ceiba,10.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,2010-01-01
57,Ciales,12.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,2010-01-01
58,Cabo Rojo,37.0,0.0,0.0,2.0,2.0,22.0,7.0,4.0,2010-01-01
59,Coamo,49.0,1.0,1.0,2.0,1.0,17.0,22.0,5.0,2010-01-01
60,Cidra,38.0,1.0,1.0,3.0,4.0,22.0,7.0,0.0,2010-01-01
61,Isabela,14.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,2010-01-01
62,Humacao,106.0,1.0,0.0,7.0,4.0,48.0,45.0,1.0,2010-01-01
63,Hormigueros,11.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2010-01-01
64,Hatillo,29.0,0.0,0.0,0.0,1.0,14.0,7.0,7.0,2010-01-01
65,Gurabo,20.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,2010-01-01
66,Guaynabo,152.0,5.0,0.0,15.0,4.0,24.0,91.0,13.0,2010-01-01
67,Guayanilla,12.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,2010-01-01
68,Jayuya,11.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,2010-01-01
69,Juncos,23.0,4.0,0.0,2.0,1.0,11.0,3.0,2.0,2010-01-01
70,Guánica,9.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2010-01-01
71,Florida,12.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2010-01-01
72,Fajardo,50.0,1.0,0.0,7.0,2.0,17.0,20.0,3.0,2010-01-01
73,Dorado,49.0,0.0,0.0,8.0,7.0,13.0,14.0,7.0,2010-01-01
74,Culebra,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2010-01-01
75,Corozal,34.0,0.0,0.0,2.0,4.0,7.0,9.0,12.0,2010-01-01
76,Comerío,24.0,1.0,0.0,1.0,5.0,7.0,10.0,0.0,2010-01-01
77,Guayama,76.0,1.0,0.0,5.0,9.0,25.0,35.0,1.0,2010-01-01
78,Ponce,243.0,4.0,0.0,26.0,14.0,52.0,123.0,24.0,2010-02-01
79,Peñuelas,12.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,2010-02-01
80,Patillas,13.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,2010-02-01
81,Orocovis,22.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,2010-02-01
82,Naranjito,38.0,1.0,0.0,2.0,2.0,14.0,12.0,7.0,2010-02-01
83,Naguabo,20.0,2.0,0.0,0.0,1.0,15.0,2.0,0.0,2010-02-01
84,Morovis,21.0,0.0,0.0,0.0,1.0,10.0,5.0,5.0,2010-02-01
85,Quebradillas,12.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,2010-02-01
86,Mayagüez,170.0,1.0,0.0,12.0,5.0,45.0,95.0,12.0,2010-02-01
87,Maunabo,6.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2010-02-01
88,Maricao,12.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2010-02-01
89,Luquillo,41.0,4.0,0.0,0.0,6.0,18.0,13.0,0.0,2010-02-01
90,Loiza,43.0,2.0,0.0,6.0,2.0,14.0,16.0,3.0,2010-02-01
91,Las Piedras,26.0,1.0,0.0,5.0,0.0,9.0,10.0,1.0,2010-02-01
92,Las Marías,6.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2010-02-01
93,Moca,20.0,0.0,0.0,1.0,0.0,8.0,8.0,3.0,2010-02-01
94,Manatí,39.0,1.0,0.0,1.0,2.0,8.0,8.0,19.0,2010-02-01
95,Yauco,38.0,0.0,0.0,6.0,4.0,6.0,15.0,7.0,2010-02-01
96,Sabana Grande,26.0,0.0,0.0,1.0,1.0,7.0,16.0,1.0,2010-02-01
97,Lares,51.0,0.0,0.0,6.0,3.0,22.0,19.0,1.0,2010-02-01
98,Yabucoa,38.0,0.0,0.0,3.0,3.0,17.0,14.0,1.0,2010-02-01
99,Villalba,7.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2010-02-01
100,Vieques,19.0,0.0,0.0,2.0,0.0,8.0,8.0,1.0,2010-02-01
101,Vega Baja,56.0,2.0,0.0,11.0,1.0,15.0,10.0,17.0,2010-02-01
102,Vega Alta,44.0,1.0,0.0,9.0,5.0,8.0,10.0,11.0,2010-02-01
103,Utuado,90.0,0.0,0.0,2.0,3.0,43.0,42.0,0.0,2010-02-01
104,Rio Grande,51.0,1.0,0.0,15.0,5.0,12.0,16.0,2.0,2010-02-01
105,Trujillo Alto,71.0,0.0,0.0,8.0,1.0,29.0,29.0,4.0,2010-02-01
106,Toa Alta,39.0,0.0,0.0,7.0,3.0,17.0,6.0,6.0,2010-02-01
107,Santa Isabel,22.0,0.0,0.0,1.0,2.0,9.0,8.0,2.0,2010-02-01
108,San Sebastián,26.0,0.0,0.0,1.0,3.0,17.0,4.0,1.0,2010-02-01
109,San Lorenzo,26.0,1.0,0.0,2.0,1.0,14.0,8.0,0.0,2010-02-01
110,San Juan,746.0,12.0,0.0,127.0,23.0,123.0,365.0,96.0,2010-02-01
111,San Germán,11.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,2010-02-01
112,Salinas,63.0,0.0,0.0,2.0,2.0,18.0,39.0,2.0,2010-02-01
113,Toa Baja,124.0,0.0,0.0,24.0,4.0,32.0,45.0,19.0,2010-02-01
114,Lajas,13.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,2010-02-01
115,Rincón,13.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,2010-02-01
116,Juncos,23.0,4.0,0.0,2.0,1.0,11.0,3.0,2.0,2010-02-01
117,Cataño,15.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2010-02-01
118,Carolina,251.0,5.0,0.0,35.0,7.0,39.0,137.0,28.0,2010-02-01
119,Canóvanas,63.0,1.0,0.0,8.0,5.0,25.0,22.0,2.0,2010-02-01
120,Camuy,12.0,0.0,0.0,2.0,0.0,6.0,1.0,3.0,2010-02-01
121,Caguas,163.0,0.0,0.0,21.0,8.0,66.0,46.0,22.0,2010-02-01
122,Cabo Rojo,37.0,0.0,0.0,2.0,2.0,22.0,7.0,4.0,2010-02-01
123,Bayamón,594.0,3.0,0.0,87.0,11.0,102.0,297.0,94.0,2010-02-01
124,Barranquitas,55.0,4.0,0.0,5.0,5.0,18.0,20.0,3.0,2010-02-01
125,Barceloneta,29.0,3.0,0.0,1.0,0.0,14.0,0.0,11.0,2010-02-01
126,Arroyo,16.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,2010-02-01
127,Arecibo,91.0,2.0,0.0,12.0,7.0,35.0,11.0,24.0,2010-02-01
128,Añasco,17.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,2010-02-01
129,Aibonito,50.0,1.0,0.0,2.0,2.0,23.0,16.0,6.0,2010-02-01
130,Aguas Buenas,26.0,0.0,0.0,2.0,1.0,19.0,4.0,0.0,2010-02-01
131,Aguadilla,70.0,0.0,0.0,7.0,2.0,38.0,22.0,1.0,2010-02-01
132,Aguada,33.0,0.0,0.0,1.0,2.0,18.0,10.0,2.0,2010-02-01
133,Juana Díaz,27.0,1.0,0.0,1.0,0.0,14.0,10.0,1.0,2010-02-01
134,Cayey,101.0,5.0,0.0,3.0,4.0,20.0,66.0,3.0,2010-02-01
135,Ceiba,10.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,2010-02-01
136,Adjuntas,34.0,0.0,0.0,4.0,1.0,12.0,16.0,1.0,2010-02-01
137,Cidra,38.0,1.0,1.0,3.0,4.0,22.0,7.0,0.0,2010-02-01
138,Ciales,12.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,2010-02-01
139,Isabela,14.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,2010-02-01
140,Humacao,106.0,1.0,0.0,7.0,4.0,48.0,45.0,1.0,2010-02-01
141,Hormigueros,11.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2010-02-01
142,Hatillo,29.0,0.0,0.0,0.0,1.0,14.0,7.0,7.0,2010-02-01
143,Gurabo,20.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,2010-02-01
144,Guaynabo,152.0,5.0,0.0,15.0,4.0,24.0,91.0,13.0,2010-02-01
145,Guayanilla,12.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,2010-02-01
146,Jayuya,11.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,2010-02-01
147,Guánica,9.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2010-02-01
148,Florida,12.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2010-02-01
149,Fajardo,50.0,1.0,0.0,7.0,2.0,17.0,20.0,3.0,2010-02-01
150,Dorado,49.0,0.0,0.0,8.0,7.0,13.0,14.0,7.0,2010-02-01
151,Culebra,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2010-02-01
152,Corozal,34.0,0.0,0.0,2.0,4.0,7.0,9.0,12.0,2010-02-01
153,Comerío,24.0,1.0,0.0,1.0,5.0,7.0,10.0,0.0,2010-02-01
154,Guayama,76.0,1.0,0.0,5.0,9.0,25.0,35.0,1.0,2010-02-01
155,Coamo,49.0,1.0,1.0,2.0,1.0,17.0,22.0,5.0,2010-02-01
156,Peñuelas,17.0,0.0,0.0,5.0,1.0,6.0,5.0,0.0,2010-03-01
157,Patillas,18.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,2010-03-01
158,Orocovis,45.0,0.0,0.0,0.0,3.0,20.0,13.0,9.0,2010-03-01
159,Naranjito,41.0,0.0,0.0,2.0,0.0,17.0,15.0,7.0,2010-03-01
160,Naguabo,21.0,0.0,0.0,2.0,0.0,12.0,7.0,0.0,2010-03-01
161,Morovis,16.0,0.0,0.0,1.0,1.0,12.0,2.0,0.0,2010-03-01
162,Moca,28.0,0.0,0.0,1.0,1.0,17.0,8.0,1.0,2010-03-01
163,Manatí,41.0,1.0,0.0,3.0,0.0,13.0,12.0,12.0,2010-03-01
164,Maunabo,19.0,0.0,0.0,1.0,5.0,7.0,6.0,0.0,2010-03-01
165,Maricao,9.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,2010-03-01
166,Luquillo,42.0,0.0,0.0,1.0,9.0,9.0,19.0,4.0,2010-03-01
167,Loiza,45.0,2.0,0.0,3.0,2.0,12.0,25.0,1.0,2010-03-01
168,Las Piedras,36.0,0.0,0.0,2.0,3.0,13.0,18.0,0.0,2010-03-01
169,Las Marías,14.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,2010-03-01
170,Ponce,297.0,6.0,2.0,18.0,20.0,73.0,153.0,25.0,2010-03-01
171,Mayagüez,195.0,1.0,0.0,16.0,12.0,78.0,86.0,2.0,2010-03-01
172,Lares,37.0,0.0,0.0,1.0,2.0,19.0,14.0,1.0,2010-03-01
173,San Sebastián,25.0,0.0,0.0,0.0,1.0,15.0,7.0,2.0,2010-03-01
174,Rincón,29.0,0.0,0.0,0.0,2.0,8.0,18.0,1.0,2010-03-01
175,Lajas,12.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2010-03-01
176,Yabucoa,55.0,0.0,0.0,3.0,3.0,28.0,21.0,0.0,2010-03-01
177,Villalba,9.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,2010-03-01
178,Vieques,18.0,1.0,0.0,0.0,0.0,12.0,5.0,0.0,2010-03-01
179,Vega Baja,56.0,0.0,0.0,3.0,1.0,14.0,23.0,15.0,2010-03-01
180,Vega Alta,42.0,3.0,0.0,4.0,2.0,7.0,9.0,17.0,2010-03-01
181,Utuado,93.0,0.0,0.0,5.0,1.0,42.0,41.0,4.0,2010-03-01
182,Trujillo Alto,63.0,0.0,0.0,8.0,1.0,27.0,23.0,4.0,2010-03-01
183,Toa Baja,123.0,4.0,0.0,16.0,3.0,31.0,41.0,28.0,2010-03-01
184,Toa Alta,40.0,0.0,0.0,3.0,3.0,14.0,9.0,11.0,2010-03-01
185,Santa Isabel,43.0,0.0,0.0,2.0,1.0,16.0,21.0,3.0,2010-03-01
186,San Lorenzo,30.0,1.0,0.0,4.0,1.0,22.0,1.0,1.0,2010-03-01
187,San Juan,879.0,12.0,0.0,114.0,27.0,163.0,431.0,132.0,2010-03-01
188,San Germán,18.0,0.0,0.0,1.0,0.0,9.0,5.0,3.0,2010-03-01
189,Salinas,57.0,0.0,0.0,4.0,1.0,14.0,37.0,1.0,2010-03-01
190,Sabana Grande,10.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2010-03-01
191,Rio Grande,42.0,2.0,0.0,9.0,3.0,17.0,10.0,1.0,2010-03-01
192,Quebradillas,10.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2010-03-01
193,Juncos,23.0,1.0,0.0,4.0,0.0,11.0,7.0,0.0,2010-03-01
194,Yauco,36.0,0.0,0.0,4.0,4.0,8.0,15.0,5.0,2010-03-01
195,Jayuya,10.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2010-03-01
196,Carolina,265.0,2.0,0.0,34.0,10.0,53.0,149.0,17.0,2010-03-01
197,Canóvanas,47.0,4.0,0.0,4.0,2.0,19.0,15.0,3.0,2010-03-01
198,Camuy,15.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,2010-03-01
199,Caguas,180.0,3.0,0.0,20.0,8.0,60.0,66.0,23.0,2010-03-01
200,Cabo Rojo,32.0,0.0,0.0,0.0,2.0,17.0,13.0,0.0,2010-03-01
201,Bayamón,673.0,7.0,0.0,91.0,10.0,128.0,342.0,95.0,2010-03-01
202,Barranquitas,36.0,0.0,0.0,1.0,2.0,18.0,11.0,4.0,2010-03-01
203,Cataño,17.0,0.0,0.0,2.0,0.0,7.0,3.0,5.0,2010-03-01
204,Barceloneta,17.0,0.0,0.0,4.0,0.0,5.0,2.0,6.0,2010-03-01
205,Arecibo,61.0,2.0,0.0,9.0,3.0,17.0,11.0,19.0,2010-03-01
206,Añasco,11.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,2010-03-01
207,Aibonito,46.0,0.0,0.0,2.0,2.0,11.0,28.0,3.0,2010-03-01
208,Aguas Buenas,30.0,1.0,0.0,7.0,3.0,13.0,6.0,0.0,2010-03-01
209,Aguadilla,86.0,0.0,0.0,9.0,8.0,37.0,29.0,3.0,2010-03-01
210,Aguada,54.0,1.0,0.0,1.0,3.0,24.0,23.0,2.0,2010-03-01
211,Adjuntas,36.0,0.0,0.0,3.0,0.0,15.0,17.0,1.0,2010-03-01
212,Arroyo,23.0,2.0,0.0,0.0,3.0,5.0,13.0,0.0,2010-03-01
213,Juana Díaz,39.0,0.0,0.0,7.0,1.0,21.0,9.0,1.0,2010-03-01
214,Cayey,60.0,1.0,0.0,2.0,2.0,17.0,34.0,4.0,2010-03-01
215,Cidra,30.0,1.0,0.0,4.0,1.0,16.0,3.0,5.0,2010-03-01
216,Isabela,21.0,1.0,0.0,3.0,1.0,6.0,9.0,1.0,2010-03-01
217,Humacao,92.0,1.0,0.0,7.0,5.0,27.0,51.0,1.0,2010-03-01
218,Hormigueros,12.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2010-03-01
219,Hatillo,33.0,0.0,0.0,8.0,0.0,11.0,8.0,6.0,2010-03-01
220,Gurabo,17.0,1.0,0.0,2.0,3.0,5.0,2.0,4.0,2010-03-01
221,Guaynabo,171.0,2.0,0.0,15.0,6.0,29.0,102.0,17.0,2010-03-01
222,Guayanilla,16.0,0.0,1.0,2.0,1.0,10.0,2.0,0.0,2010-03-01
223,Ceiba,26.0,0.0,0.0,1.0,1.0,13.0,11.0,0.0,2010-03-01
224,Guayama,74.0,1.0,0.0,5.0,2.0,25.0,38.0,3.0,2010-03-01
225,Florida,8.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,2010-03-01
226,Fajardo,59.0,1.0,0.0,2.0,4.0,21.0,28.0,3.0,2010-03-01
227,Dorado,36.0,2.0,0.0,5.0,4.0,4.0,13.0,8.0,2010-03-01
228,Culebra,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2010-03-01
229,Corozal,45.0,0.0,0.0,1.0,3.0,7.0,24.0,10.0,2010-03-01
230,Comerío,37.0,1.0,0.0,0.0,3.0,14.0,18.0,1.0,2010-03-01
231,Coamo,49.0,0.0,0.0,5.0,2.0,22.0,15.0,5.0,2010-03-01
232,Guánica,12.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,2010-03-01
233,Ciales,23.0,0.0,0.0,1.0,1.0,8.0,10.0,3.0,2010-03-01
234,Yauco,40.0,1.0,1.0,4.0,3.0,12.0,18.0,1.0,2010-04-01
235,Yabucoa,49.0,1.0,0.0,8.0,1.0,27.0,11.0,1.0,2010-04-01
236,Orocovis,43.0,0.0,0.0,2.0,2.0,14.0,23.0,2.0,2010-04-01
237,Naranjito,36.0,0.0,0.0,2.0,0.0,11.0,16.0,7.0,2010-04-01
238,Naguabo,23.0,1.0,0.0,3.0,2.0,8.0,9.0,0.0,2010-04-01
239,Morovis,23.0,0.0,0.0,1.0,2.0,13.0,2.0,5.0,2010-04-01
240,Moca,24.0,1.0,0.0,2.0,2.0,7.0,12.0,0.0,2010-04-01
241,Mayagüez,176.0,1.0,0.0,11.0,9.0,50.0,95.0,10.0,2010-04-01
242,Maunabo,8.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2010-04-01
243,Maricao,7.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2010-04-01
244,Manatí,46.0,0.0,0.0,2.0,2.0,13.0,9.0,20.0,2010-04-01
245,Luquillo,40.0,1.0,0.0,2.0,3.0,16.0,15.0,3.0,2010-04-01
246,Loiza,32.0,0.0,0.0,3.0,3.0,3.0,23.0,0.0,2010-04-01
247,Las Piedras,38.0,2.0,0.0,3.0,1.0,20.0,11.0,1.0,2010-04-01
248,Las Marías,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2010-04-01
249,Lares,52.0,0.0,0.0,2.0,0.0,26.0,23.0,1.0,2010-04-01
250,Lajas,12.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,2010-04-01
251,Patillas,21.0,0.0,0.0,0.0,0.0,7.0,12.0,2.0,2010-04-01
252,Ponce,292.0,5.0,0.0,12.0,11.0,89.0,153.0,22.0,2010-04-01
253,Quebradillas,23.0,0.0,0.0,2.0,2.0,8.0,8.0,3.0,2010-04-01
254,Rincón,10.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,2010-04-01
255,Villalba,9.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2010-04-01
256,Vieques,25.0,1.0,0.0,2.0,0.0,13.0,9.0,0.0,2010-04-01
257,Vega Baja,73.0,0.0,0.0,8.0,4.0,25.0,26.0,10.0,2010-04-01
258,Vega Alta,65.0,0.0,0.0,12.0,1.0,10.0,23.0,19.0,2010-04-01
259,Utuado,83.0,0.0,0.0,2.0,2.0,29.0,49.0,1.0,2010-04-01
260,Trujillo Alto,86.0,2.0,0.0,7.0,8.0,20.0,42.0,7.0,2010-04-01
261,Toa Baja,133.0,3.0,0.0,22.0,7.0,35.0,49.0,17.0,2010-04-01
262,Juncos,20.0,0.0,1.0,3.0,2.0,9.0,4.0,1.0,2010-04-01
263,Toa Alta,44.0,0.0,0.0,10.0,1.0,12.0,9.0,12.0,2010-04-01
264,San Sebastián,47.0,0.0,0.0,0.0,3.0,31.0,12.0,1.0,2010-04-01
265,San Lorenzo,22.0,1.0,0.0,2.0,0.0,14.0,3.0,2.0,2010-04-01
266,San Juan,932.0,19.0,0.0,139.0,35.0,147.0,435.0,157.0,2010-04-01
267,San Germán,17.0,2.0,0.0,1.0,1.0,5.0,7.0,1.0,2010-04-01
268,Salinas,59.0,0.0,0.0,5.0,4.0,12.0,37.0,1.0,2010-04-01
269,Sabana Grande,11.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,2010-04-01
270,Rio Grande,47.0,0.0,0.0,7.0,3.0,17.0,18.0,2.0,2010-04-01
271,Santa Isabel,45.0,1.0,0.0,2.0,5.0,12.0,20.0,5.0,2010-04-01
272,Juana Díaz,35.0,0.0,1.0,3.0,1.0,17.0,10.0,3.0,2010-04-01
273,Peñuelas,21.0,0.0,0.0,4.0,0.0,10.0,7.0,0.0,2010-04-01
274,Isabela,53.0,0.0,0.0,0.0,4.0,20.0,27.0,2.0,2010-04-01
275,Carolina,226.0,1.0,0.0,33.0,18.0,45.0,111.0,18.0,2010-04-01
276,Canóvanas,58.0,2.0,0.0,6.0,2.0,26.0,21.0,1.0,2010-04-01
277,Camuy,17.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,2010-04-01
278,Caguas,197.0,0.0,0.0,30.0,6.0,72.0,65.0,24.0,2010-04-01
279,Cabo Rojo,46.0,0.0,0.0,2.0,1.0,38.0,4.0,1.0,2010-04-01
280,Bayamón,578.0,4.0,0.0,47.0,8.0,116.0,306.0,97.0,2010-04-01
281,Barranquitas,44.0,0.0,0.0,1.0,5.0,19.0,16.0,3.0,2010-04-01
282,Cataño,30.0,0.0,0.0,1.0,8.0,7.0,13.0,1.0,2010-04-01
283,Barceloneta,69.0,0.0,0.0,2.0,0.0,23.0,36.0,8.0,2010-04-01
284,Arecibo,82.0,0.0,0.0,9.0,2.0,29.0,30.0,12.0,2010-04-01
285,Añasco,29.0,0.0,0.0,0.0,1.0,24.0,3.0,1.0,2010-04-01
286,Aibonito,36.0,0.0,0.0,1.0,4.0,12.0,12.0,7.0,2010-04-01
287,Aguas Buenas,27.0,0.0,0.0,7.0,5.0,8.0,6.0,1.0,2010-04-01
288,Aguadilla,80.0,0.0,0.0,6.0,6.0,30.0,35.0,3.0,2010-04-01
289,Aguada,39.0,0.0,0.0,2.0,4.0,10.0,19.0,4.0,2010-04-01
290,Jayuya,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2010-04-01
291,Arroyo,27.0,0.0,0.0,0.0,2.0,4.0,19.0,2.0,2010-04-01
292,Cayey,85.0,1.0,1.0,5.0,3.0,17.0,53.0,5.0,2010-04-01
293,Adjuntas,27.0,0.0,0.0,1.0,0.0,13.0,12.0,1.0,2010-04-01
294,Humacao,89.0,0.0,0.0,9.0,5.0,33.0,41.0,1.0,2010-04-01
295,Hormigueros,13.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,2010-04-01
