region,total_customers,affected_customers,created_at
PONCE,212508,4,2022-05-25T12:00:00
SAN JUAN,253068,20,2022-05-25T12:00:00
ARECIBO,177369,5320,2021-11-20T18:00:00
BAYAMON,216496,723,2021-11-20T18:00:00
CAROLINA,141663,16,2021-11-20T18:00:00
CAGUAS,250514,65,2021-11-20T18:00:00
MAYAGUEZ,216605,114,2021-11-20T18:00:00
PONCE,212508,18,2021-11-20T18:00:00
SAN JUAN,253068,8,2021-11-20T18:00:00
ARECIBO,177369,170,2022-10-22T00:00:00
BAYAMON,216496,360,2022-10-22T00:00:00
CAROLINA,141663,1,2022-10-22T00:00:00
CAGUAS,250514,59,2022-10-22T00:00:00
MAYAGUEZ,216605,557,2022-10-22T00:00:00
PONCE,212508,8845,2022-10-22T00:00:00
SAN JUAN,253068,12,2022-10-22T00:00:00
ARECIBO,177369,5,2023-03-21T03:00:00
BAYAMON,216496,0,2023-03-21T03:00:00
CAROLINA,141663,2,2023-03-21T03:00:00
CAGUAS,250514,5,2023-03-21T03:00:00
MAYAGUEZ,216605,636,2023-03-21T03:00:00
PONCE,212508,10,2023-03-21T03:00:00
SAN JUAN,253068,47,2023-03-21T03:00:00
ARECIBO,177369,303,2022-10-20T18:00:00
BAYAMON,216496,3054,2022-10-20T18:00:00
CAROLINA,141663,64,2022-10-20T18:00:00
CAGUAS,250514,1796,2022-10-20T18:00:00
MAYAGUEZ,216605,2519,2022-10-20T18:00:00
PONCE,212508,264,2022-10-20T18:00:00
SAN JUAN,253068,185,2022-10-20T18:00:00
ARECIBO,177369,537,2022-10-18T09:00:00
BAYAMON,216496,124,2022-10-18T09:00:00
CAROLINA,141663,7,2022-10-18T09:00:00
CAGUAS,250514,1656,2022-10-18T09:00:00
MAYAGUEZ,216605,2789,2022-10-18T09:00:00
PONCE,212508,4426,2022-10-18T09:00:00
SAN JUAN,253068,20,2022-10-18T09:00:00
ARECIBO,177369,222,2023-03-22T09:00:00
BAYAMON,216496,125,2023-03-22T09:00:00
CAROLINA,141663,233,2023-03-22T09:00:00
CAGUAS,250514,20,2023-03-22T09:00:00
MAYAGUEZ,216605,17,2023-03-22T09:00:00
PONCE,212508,115,2023-03-22T09:00:00
SAN JUAN,253068,124,2023-03-22T09:00:00
ARECIBO,177369,676,2021-10-08T18:00:00
BAYAMON,216496,167,2021-10-08T18:00:00
CAROLINA,141663,1942,2021-10-08T18:00:00
CAGUAS,250514,206,2021-10-08T18:00:00
MAYAGUEZ,216605,888,2021-10-08T18:00:00
PONCE,212508,235,2021-10-08T18:00:00
SAN JUAN,253068,273,2021-10-08T18:00:00
ARECIBO,177369,12,2022-07-02T06:00:00
BAYAMON,216496,233,2022-07-02T06:00:00
CAROLINA,141663,14,2022-07-02T06:00:00
CAGUAS,250514,162,2022-07-02T06:00:00
MAYAGUEZ,216605,110,2022-07-02T06:00:00
PONCE,212508,0,2022-07-02T06:00:00
SAN JUAN,253068,26,2022-07-02T06:00:00
ARECIBO,177369,529,2022-10-13T03:00:00
BAYAMON,216496,307,2022-10-13T03:00:00
CAROLINA,141663,4,2022-10-13T03:00:00
CAGUAS,250514,268,2022-10-13T03:00:00
MAYAGUEZ,216605,8222,2022-10-13T03:00:00
PONCE,212508,5882,2022-10-13T03:00:00
SAN JUAN,253068,90,2022-10-13T03:00:00
ARECIBO,177369,2,2022-12-23T09:00:00
BAYAMON,216496,0,2022-12-23T09:00:00
CAROLINA,141663,1,2022-12-23T09:00:00
CAGUAS,250514,12,2022-12-23T09:00:00
MAYAGUEZ,216605,1,2022-12-23T09:00:00
PONCE,212508,2,2022-12-23T09:00:00
SAN JUAN,253068,60,2022-12-23T09:00:00
ARECIBO,177369,4,2023-03-07T03:00:00
BAYAMON,216496,2,2023-03-07T03:00:00
CAROLINA,141663,0,2023-03-07T03:00:00
CAGUAS,250514,64,2023-03-07T03:00:00
MAYAGUEZ,216605,9,2023-03-07T03:00:00
PONCE,212508,0,2023-03-07T03:00:00
SAN JUAN,253068,35,2023-03-07T03:00:00
ARECIBO,177369,241,2022-11-15T12:00:00
BAYAMON,216496,397,2022-11-15T12:00:00
CAROLINA,141663,644,2022-11-15T12:00:00
CAGUAS,250514,561,2022-11-15T12:00:00
MAYAGUEZ,216605,41,2022-11-15T12:00:00
PONCE,212508,1491,2022-11-15T12:00:00
SAN JUAN,253068,221,2022-11-15T12:00:00
ARECIBO,177369,2054,2023-01-11T18:00:00
BAYAMON,216496,367,2023-01-11T18:00:00
CAROLINA,141663,22,2023-01-11T18:00:00
CAGUAS,250514,5386,2023-01-11T18:00:00
MAYAGUEZ,216605,9320,2023-01-11T18:00:00
PONCE,212508,6102,2023-01-11T18:00:00
SAN JUAN,253068,2607,2023-01-11T18:00:00
ARECIBO,177369,41,2023-02-05T21:00:00
BAYAMON,216496,107,2023-02-05T21:00:00
CAROLINA,141663,1080,2023-02-05T21:00:00
CAGUAS,250514,1947,2023-02-05T21:00:00
MAYAGUEZ,216605,259,2023-02-05T21:00:00
PONCE,212508,1018,2023-02-05T21:00:00
SAN JUAN,253068,3,2023-02-05T21:00:00
ARECIBO,177369,22,2021-10-10T12:00:00
BAYAMON,216496,1351,2021-10-10T12:00:00
CAROLINA,141663,27,2021-10-10T12:00:00
CAGUAS,250514,129,2021-10-10T12:00:00
MAYAGUEZ,216605,174,2021-10-10T12:00:00
PONCE,212508,255,2021-10-10T12:00:00
SAN JUAN,253068,397,2021-10-10T12:00:00
ARECIBO,177369,32,2022-04-22T18:00:00
BAYAMON,216496,1024,2022-04-22T18:00:00
CAROLINA,141663,87,2022-04-22T18:00:00
CAGUAS,250514,5213,2022-04-22T18:00:00
MAYAGUEZ,216605,12,2022-04-22T18:00:00
PONCE,212508,72,2022-04-22T18:00:00
SAN JUAN,253068,237,2022-04-22T18:00:00
ARECIBO,177369,94,2022-01-14T12:00:00
BAYAMON,216496,108,2022-01-14T12:00:00
CAROLINA,141663,5,2022-01-14T12:00:00
CAGUAS,250514,213,2022-01-14T12:00:00
MAYAGUEZ,216605,151,2022-01-14T12:00:00
PONCE,212508,8,2022-01-14T12:00:00
SAN JUAN,253068,2352,2022-01-14T12:00:00
ARECIBO,177369,505,2022-10-27T12:00:00
BAYAMON,216496,5047,2022-10-27T12:00:00
CAROLINA,141663,70,2022-10-27T12:00:00
CAGUAS,250514,3679,2022-10-27T12:00:00
MAYAGUEZ,216605,8154,2022-10-27T12:00:00
PONCE,212508,2796,2022-10-27T12:00:00
SAN JUAN,253068,209,2022-10-27T12:00:00
ARECIBO,177369,2120,2022-11-05T03:00:00
BAYAMON,216496,1140,2022-11-05T03:00:00
CAROLINA,141663,28,2022-11-05T03:00:00
CAGUAS,250514,1645,2022-11-05T03:00:00
MAYAGUEZ,216605,2236,2022-11-05T03:00:00
PONCE,212508,2426,2022-11-05T03:00:00
SAN JUAN,253068,205,2022-11-05T03:00:00
ARECIBO,177369,163,2022-07-10T12:00:00
BAYAMON,216496,191,2022-07-10T12:00:00
CAROLINA,141663,63,2022-07-10T12:00:00
CAGUAS,250514,411,2022-07-10T12:00:00
MAYAGUEZ,216605,554,2022-07-10T12:00:00
PONCE,212508,283,2022-07-10T12:00:00
SAN JUAN,253068,117,2022-07-10T12:00:00
ARECIBO,177369,240,2023-05-06T06:00:00
BAYAMON,216496,60,2023-05-06T06:00:00
CAROLINA,141663,19,2023-05-06T06:00:00
CAGUAS,250514,66,2023-05-06T06:00:00
MAYAGUEZ,216605,34,2023-05-06T06:00:00
PONCE,212508,16,2023-05-06T06:00:00
SAN JUAN,253068,16,2023-05-06T06:00:00
ARECIBO,177369,172,2023-04-01T12:00:00
BAYAMON,216496,4,2023-04-01T12:00:00
CAROLINA,141663,38,2023-04-01T12:00:00
CAGUAS,250514,1305,2023-04-01T12:00:00
MAYAGUEZ,216605,99,2023-04-01T12:00:00
PONCE,212508,48,2023-04-01T12:00:00
SAN JUAN,253068,23,2023-04-01T12:00:00
ARECIBO,177369,1108,2022-05-03T11:00:00
BAYAMON,216496,2696,2022-05-03T11:00:00
CAROLINA,141663,497,2022-05-03T11:00:00
CAGUAS,250514,123,2022-05-03T11:00:00
MAYAGUEZ,216605,3376,2022-05-03T11:00:00
PONCE,212508,9,2022-05-03T11:00:00
SAN JUAN,253068,394,2022-05-03T11:00:00
ARECIBO,177369,5,2021-12-10T06:00:00
BAYAMON,216496,7,2021-12-10T06:00:00
CAROLINA,141663,7,2021-12-10T06:00:00
CAGUAS,250514,6,2021-12-10T06:00:00
MAYAGUEZ,216605,70,2021-12-10T06:00:00
PONCE,212508,14,2021-12-10T06:00:00
SAN JUAN,253068,2262,2021-12-10T06:00:00
ARECIBO,177369,219,2022-03-18T06:00:00
BAYAMON,216496,107,2022-03-18T06:00:00
CAROLINA,141663,58,2022-03-18T06:00:00
CAGUAS,250514,225,2022-03-18T06:00:00
MAYAGUEZ,216605,808,2022-03-18T06:00:00
PONCE,212508,1,2022-03-18T06:00:00
SAN JUAN,253068,41,2022-03-18T06:00:00
ARECIBO,177369,17121,2022-04-07T06:00:00
BAYAMON,216496,27189,2022-04-07T06:00:00
CAROLINA,141663,58751,2022-04-07T06:00:00
CAGUAS,250514,53395,2022-04-07T06:00:00
MAYAGUEZ,216605,66513,2022-04-07T06:00:00
PONCE,212508,86545,2022-04-07T06:00:00
SAN JUAN,253068,38052,2022-04-07T06:00:00
ARECIBO,177369,20,2022-01-01T12:00:00
BAYAMON,216496,18,2022-01-01T12:00:00
CAROLINA,141663,9,2022-01-01T12:00:00
CAGUAS,250514,126,2022-01-01T12:00:00
MAYAGUEZ,216605,35,2022-01-01T12:00:00
PONCE,212508,325,2022-01-01T12:00:00
SAN JUAN,253068,383,2022-01-01T12:00:00
ARECIBO,177369,69903,2022-09-28T06:00:00
BAYAMON,216496,11145,2022-09-28T06:00:00
CAROLINA,141663,2787,2022-09-28T06:00:00
CAGUAS,250514,76048,2022-09-28T06:00:00
MAYAGUEZ,216605,166168,2022-09-28T06:00:00
PONCE,212508,154544,2022-09-28T06:00:00
SAN JUAN,253068,20265,2022-09-28T06:00:00
ARECIBO,177369,207,2022-11-06T21:00:00
BAYAMON,216496,283,2022-11-06T21:00:00
CAROLINA,141663,1122,2022-11-06T21:00:00
CAGUAS,250514,390,2022-11-06T21:00:00
MAYAGUEZ,216605,715,2022-11-06T21:00:00
PONCE,212508,336,2022-11-06T21:00:00
SAN JUAN,253068,656,2022-11-06T21:00:00
ARECIBO,177369,123,2021-12-05T00:00:00
BAYAMON,216496,17,2021-12-05T00:00:00
CAROLINA,141663,74,2021-12-05T00:00:00
CAGUAS,250514,40,2021-12-05T00:00:00
MAYAGUEZ,216605,176,2021-12-05T00:00:00
PONCE,212508,1,2021-12-05T00:00:00
SAN JUAN,253068,69,2021-12-05T00:00:00
ARECIBO,177369,255,2023-04-13T00:00:00
BAYAMON,216496,5,2023-04-13T00:00:00
CAROLINA,141663,381,2023-04-13T00:00:00
CAGUAS,250514,592,2023-04-13T00:00:00
MAYAGUEZ,216605,272,2023-04-13T00:00:00
PONCE,212508,1,2023-04-13T00:00:00
SAN JUAN,253068,85,2023-04-13T00:00:00
ARECIBO,177369,191,2022-11-08T18:00:00
BAYAMON,216496,74,2022-11-08T18:00:00
CAROLINA,141663,2319,2022-11-08T18:00:00
CAGUAS,250514,1376,2022-11-08T18:00:00
MAYAGUEZ,216605,189,2022-11-08T18:00:00
PONCE,212508,588,2022-11-08T18:00:00
SAN JUAN,253068,436,2022-11-08T18:00:00
ARECIBO,177369,2,2022-12-20T09:00:00
BAYAMON,216496,0,2022-12-20T09:00:00
CAROLINA,141663,1,2022-12-20T09:00:00
CAGUAS,250514,2,2022-12-20T09:00:00
MAYAGUEZ,216605,1,2022-12-20T09:00:00
PONCE,212508,31,2022-12-20T09:00:00
SAN JUAN,253068,1,2022-12-20T09:00:00
ARECIBO,177369,62,2022-05-15T18:00:00
BAYAMON,216496,487,2022-05-15T18:00:00
CAROLINA,141663,9,2022-05-15T18:00:00
CAGUAS,250514,236,2022-05-15T18:00:00
MAYAGUEZ,216605,1485,2022-05-15T18:00:00
PONCE,212508,3,2022-05-15T18:00:00
SAN JUAN,253068,3522,2022-05-15T18:00:00
ARECIBO,177369,1351,2023-01-19T12:00:00
BAYAMON,216496,1,2023-01-19T12:00:00
CAROLINA,141663,8,2023-01-19T12:00:00
CAGUAS,250514,352,2023-01-19T12:00:00
MAYAGUEZ,216605,24,2023-01-19T12:00:00
PONCE,212508,85,2023-01-19T12:00:00
SAN JUAN,253068,132,2023-01-19T12:00:00
ARECIBO,177369,107,2023-01-30T03:00:00
BAYAMON,216496,101,2023-01-30T03:00:00
CAROLINA,141663,4,2023-01-30T03:00:00
CAGUAS,250514,3,2023-01-30T03:00:00
MAYAGUEZ,216605,27,2023-01-30T03:00:00
PONCE,212508,2,2023-01-30T03:00:00
SAN JUAN,253068,155,2023-01-30T03:00:00
ARECIBO,177369,398,2022-09-15T00:00:00
BAYAMON,216496,478,2022-09-15T00:00:00
CAROLINA,141663,33,2022-09-15T00:00:00
CAGUAS,250514,25,2022-09-15T00:00:00
MAYAGUEZ,216605,806,2022-09-15T00:00:00
PONCE,212508,144,2022-09-15T00:00:00
SAN JUAN,253068,25,2022-09-15T00:00:00
ARECIBO,177369,8,2022-01-22T06:00:00
BAYAMON,216496,21,2022-01-22T06:00:00
CAROLINA,141663,0,2022-01-22T06:00:00
CAGUAS,250514,17,2022-01-22T06:00:00
MAYAGUEZ,216605,15,2022-01-22T06:00:00
PONCE,212508,4,2022-01-22T06:00:00
SAN JUAN,253068,19,2022-01-22T06:00:00
ARECIBO,177369,308,2023-04-08T00:00:00
BAYAMON,216496,1091,2023-04-08T00:00:00
CAROLINA,141663,27,2023-04-08T00:00:00
CAGUAS,250514,787,2023-04-08T00:00:00
MAYAGUEZ,216605,278,2023-04-08T00:00:00
PONCE,212508,337,2023-04-08T00:00:00
SAN JUAN,253068,2,2023-04-08T00:00:00
ARECIBO,177369,40,2023-04-14T03:00:00
BAYAMON,216496,17,2023-04-14T03:00:00
CAROLINA,141663,53,2023-04-14T03:00:00
CAGUAS,250514,81,2023-04-14T03:00:00
MAYAGUEZ,216605,1845,2023-04-14T03:00:00
PONCE,212508,19,2023-04-14T03:00:00
SAN JUAN,253068,31,2023-04-14T03:00:00
ARECIBO,177369,337,2022-07-28T00:00:00
BAYAMON,216496,3,2022-07-28T00:00:00
CAROLINA,141663,3,2022-07-28T00:00:00
CAGUAS,250514,22,2022-07-28T00:00:00
MAYAGUEZ,216605,238,2022-07-28T00:00:00
PONCE,212508,210,2022-07-28T00:00:00
SAN JUAN,253068,61,2022-07-28T00:00:00
ARECIBO,177369,4985,2022-05-07T00:00:00
BAYAMON,216496,128,2022-05-07T00:00:00
CAROLINA,141663,193,2022-05-07T00:00:00
CAGUAS,250514,2,2022-05-07T00:00:00
MAYAGUEZ,216605,485,2022-05-07T00:00:00
PONCE,212508,2,2022-05-07T00:00:00
SAN JUAN,253068,298,2022-05-07T00:00:00
ARECIBO,177369,39,2022-01-10T00:00:00
BAYAMON,216496,3,2022-01-10T00:00:00
CAROLINA,141663,94,2022-01-10T00:00:00
CAGUAS,250514,616,2022-01-10T00:00:00
MAYAGUEZ,216605,7,2022-01-10T00:00:00
PONCE,212508,1,2022-01-10T00:00:00
SAN JUAN,253068,7,2022-01-10T00:00:00
ARECIBO,177369,563,2022-09-14T12:00:00
BAYAMON,216496,26,2022-09-14T12:00:00
CAROLINA,141663,37,2022-09-14T12:00:00
CAGUAS,250514,519,2022-09-14T12:00:00
MAYAGUEZ,216605,14,2022-09-14T12:00:00
PONCE,212508,288,2022-09-14T12:00:00
SAN JUAN,253068,69,2022-09-14T12:00:00
ARECIBO,177369,174493,2022-09-23T21:00:00
BAYAMON,216496,44034,2022-09-23T21:00:00
CAROLINA,141663,23050,2022-09-23T21:00:00
CAGUAS,250514,180207,2022-09-23T21:00:00
MAYAGUEZ,216605,204259,2022-09-23T21:00:00
PONCE,212508,204883,2022-09-23T21:00:00
SAN JUAN,253068,30907,2022-09-23T21:00:00
ARECIBO,177369,92,2021-11-22T00:00:00
BAYAMON,216496,354,2021-11-22T00:00:00
CAROLINA,141663,38,2021-11-22T00:00:00
CAGUAS,250514,27,2021-11-22T00:00:00
MAYAGUEZ,216605,19,2021-11-22T00:00:00
PONCE,212508,7,2021-11-22T00:00:00
SAN JUAN,253068,1043,2021-11-22T00:00:00
ARECIBO,177369,1,2022-11-27T18:00:00
BAYAMON,216496,2,2022-11-27T18:00:00
CAROLINA,141663,0,2022-11-27T18:00:00
CAGUAS,250514,38,2022-11-27T18:00:00
MAYAGUEZ,216605,1,2022-11-27T18:00:00
PONCE,212508,0,2022-11-27T18:00:00
SAN JUAN,253068,635,2022-11-27T18:00:00
ARECIBO,177369,272,2022-11-23T09:00:00
BAYAMON,216496,518,2022-11-23T09:00:00
CAROLINA,141663,225,2022-11-23T09:00:00
CAGUAS,250514,24,2022-11-23T09:00:00
MAYAGUEZ,216605,0,2022-11-23T09:00:00
PONCE,212508,99,2022-11-23T09:00:00
SAN JUAN,253068,136,2022-11-23T09:00:00
ARECIBO,177369,0,2022-02-27T12:00:00
BAYAMON,216496,2,2022-02-27T12:00:00
CAROLINA,141663,4,2022-02-27T12:00:00
CAGUAS,250514,20,2022-02-27T12:00:00
MAYAGUEZ,216605,48,2022-02-27T12:00:00
PONCE,212508,33,2022-02-27T12:00:00
SAN JUAN,253068,61,2022-02-27T12:00:00
ARECIBO,177369,0,2022-01-07T06:00:00
BAYAMON,216496,22,2022-01-07T06:00:00
CAROLINA,141663,885,2022-01-07T06:00:00
CAGUAS,250514,22,2022-01-07T06:00:00
MAYAGUEZ,216605,25,2022-01-07T06:00:00
PONCE,212508,1,2022-01-07T06:00:00
SAN JUAN,253068,28,2022-01-07T06:00:00
ARECIBO,177369,541,2022-07-23T12:00:00
BAYAMON,216496,193,2022-07-23T12:00:00
CAROLINA,141663,5,2022-07-23T12:00:00
CAGUAS,250514,151,2022-07-23T12:00:00
MAYAGUEZ,216605,15,2022-07-23T12:00:00
PONCE,212508,5106,2022-07-23T12:00:00
SAN JUAN,253068,59,2022-07-23T12:00:00
ARECIBO,177369,68,2022-08-14T12:00:00
BAYAMON,216496,54,2022-08-14T12:00:00
CAROLINA,141663,22,2022-08-14T12:00:00
CAGUAS,250514,73,2022-08-14T12:00:00
MAYAGUEZ,216605,40,2022-08-14T12:00:00
PONCE,212508,93,2022-08-14T12:00:00
SAN JUAN,253068,2411,2022-08-14T12:00:00
ARECIBO,177369,357,2023-03-29T18:00:00
BAYAMON,216496,1835,2023-03-29T18:00:00
CAROLINA,141663,808,2023-03-29T18:00:00
CAGUAS,250514,1096,2023-03-29T18:00:00
MAYAGUEZ,216605,137,2023-03-29T18:00:00
PONCE,212508,877,2023-03-29T18:00:00
SAN JUAN,253068,472,2023-03-29T18:00:00
ARECIBO,177369,4773,2023-04-24T18:00:00
BAYAMON,216496,1360,2023-04-24T18:00:00
CAROLINA,141663,9445,2023-04-24T18:00:00
CAGUAS,250514,2651,2023-04-24T18:00:00
MAYAGUEZ,216605,87,2023-04-24T18:00:00
PONCE,212508,11,2023-04-24T18:00:00
SAN JUAN,253068,664,2023-04-24T18:00:00
ARECIBO,177369,0,2023-02-27T06:00:00
BAYAMON,216496,1,2023-02-27T06:00:00
CAROLINA,141663,0,2023-02-27T06:00:00
CAGUAS,250514,142,2023-02-27T06:00:00
MAYAGUEZ,216605,229,2023-02-27T06:00:00
PONCE,212508,65,2023-02-27T06:00:00
SAN JUAN,253068,1,2023-02-27T06:00:00
ARECIBO,177369,80,2023-01-23T21:00:00
BAYAMON,216496,505,2023-01-23T21:00:00
CAROLINA,141663,2,2023-01-23T21:00:00
CAGUAS,250514,92,2023-01-23T21:00:00
MAYAGUEZ,216605,27,2023-01-23T21:00:00
PONCE,212508,139,2023-01-23T21:00:00
SAN JUAN,253068,220,2023-01-23T21:00:00
ARECIBO,177369,809,2022-10-10T18:00:00
BAYAMON,216496,459,2022-10-10T18:00:00
CAROLINA,141663,567,2022-10-10T18:00:00
CAGUAS,250514,2277,2022-10-10T18:00:00
MAYAGUEZ,216605,18982,2022-10-10T18:00:00
PONCE,212508,11867,2022-10-10T18:00:00
SAN JUAN,253068,380,2022-10-10T18:00:00
ARECIBO,177369,1,2023-01-19T00:00:00
BAYAMON,216496,7,2023-01-19T00:00:00
CAROLINA,141663,1,2023-01-19T00:00:00
CAGUAS,250514,0,2023-01-19T00:00:00
MAYAGUEZ,216605,1,2023-01-19T00:00:00
PONCE,212508,165,2023-01-19T00:00:00
SAN JUAN,253068,13,2023-01-19T00:00:00
ARECIBO,177369,17,2023-02-19T03:00:00
BAYAMON,216496,12,2023-02-19T03:00:00
CAROLINA,141663,25,2023-02-19T03:00:00
CAGUAS,250514,2,2023-02-19T03:00:00
MAYAGUEZ,216605,34,2023-02-19T03:00:00
PONCE,212508,10,2023-02-19T03:00:00
SAN JUAN,253068,2,2023-02-19T03:00:00
ARECIBO,177369,119,2022-05-12T06:00:00
BAYAMON,216496,5,2022-05-12T06:00:00
CAROLINA,141663,5,2022-05-12T06:00:00
CAGUAS,250514,319,2022-05-12T06:00:00
MAYAGUEZ,216605,307,2022-05-12T06:00:00
PONCE,212508,4,2022-05-12T06:00:00
SAN JUAN,253068,83,2022-05-12T06:00:00
ARECIBO,177369,8,2023-05-03T00:00:00
BAYAMON,216496,366,2023-05-03T00:00:00
CAROLINA,141663,76,2023-05-03T00:00:00
CAGUAS,250514,932,2023-05-03T00:00:00
MAYAGUEZ,216605,839,2023-05-03T00:00:00
PONCE,212508,735,2023-05-03T00:00:00
SAN JUAN,253068,145,2023-05-03T00:00:00
ARECIBO,177369,47,2023-03-29T03:00:00
BAYAMON,216496,73,2023-03-29T03:00:00
CAROLINA,141663,1,2023-03-29T03:00:00
CAGUAS,250514,3,2023-03-29T03:00:00
MAYAGUEZ,216605,2,2023-03-29T03:00:00
PONCE,212508,3,2023-03-29T03:00:00
SAN JUAN,253068,2,2023-03-29T03:00:00
ARECIBO,177369,17,2022-06-10T06:00:00
BAYAMON,216496,74,2022-06-10T06:00:00
CAROLINA,141663,17,2022-06-10T06:00:00
CAGUAS,250514,90,2022-06-10T06:00:00
MAYAGUEZ,216605,19,2022-06-10T06:00:00
PONCE,212508,117,2022-06-10T06:00:00
SAN JUAN,253068,776,2022-06-10T06:00:00
ARECIBO,177369,386,2022-09-04T00:00:00
BAYAMON,216496,29,2022-09-04T00:00:00
CAROLINA,141663,63,2022-09-04T00:00:00
CAGUAS,250514,100,2022-09-04T00:00:00
MAYAGUEZ,216605,280,2022-09-04T00:00:00
PONCE,212508,207,2022-09-04T00:00:00
SAN JUAN,253068,179,2022-09-04T00:00:00
ARECIBO,177369,421,2022-01-23T06:00:00
BAYAMON,216496,3,2022-01-23T06:00:00
CAROLINA,141663,4,2022-01-23T06:00:00
CAGUAS,250514,1,2022-01-23T06:00:00
MAYAGUEZ,216605,35,2022-01-23T06:00:00
PONCE,212508,2,2022-01-23T06:00:00
SAN JUAN,253068,2,2022-01-23T06:00:00
ARECIBO,177369,143,2022-08-24T12:00:00
BAYAMON,216496,56,2022-08-24T12:00:00
CAROLINA,141663,0,2022-08-24T12:00:00
CAGUAS,250514,463,2022-08-24T12:00:00
MAYAGUEZ,216605,577,2022-08-24T12:00:00
PONCE,212508,3,2022-08-24T12:00:00
SAN JUAN,253068,294,2022-08-24T12:00:00
ARECIBO,177369,887,2022-10-12T00:00:00
BAYAMON,216496,1946,2022-10-12T00:00:00
CAROLINA,141663,7,2022-10-12T00:00:00
CAGUAS,250514,2734,2022-10-12T00:00:00
MAYAGUEZ,216605,14469,2022-10-12T00:00:00
PONCE,212508,4960,2022-10-12T00:00:00
SAN JUAN,253068,8,2022-10-12T00:00:00
ARECIBO,177369,247,2022-10-30T18:00:00
BAYAMON,216496,27,2022-10-30T18:00:00
CAROLINA,141663,6,2022-10-30T18:00:00
CAGUAS,250514,256,2022-10-30T18:00:00
MAYAGUEZ,216605,242,2022-10-30T18:00:00
PONCE,212508,83,2022-10-30T18:00:00
SAN JUAN,253068,72,2022-10-30T18:00:00
ARECIBO,177369,83,2022-05-30T06:00:00
BAYAMON,216496,393,2022-05-30T06:00:00
CAROLINA,141663,57,2022-05-30T06:00:00
CAGUAS,250514,139,2022-05-30T06:00:00
MAYAGUEZ,216605,85,2022-05-30T06:00:00
PONCE,212508,6,2022-05-30T06:00:00
SAN JUAN,253068,22,2022-05-30T06:00:00
ARECIBO,177369,14,2023-01-23T15:00:00
BAYAMON,216496,249,2023-01-23T15:00:00
CAROLINA,141663,17,2023-01-23T15:00:00
CAGUAS,250514,1008,2023-01-23T15:00:00
MAYAGUEZ,216605,70,2023-01-23T15:00:00
PONCE,212508,252,2023-01-23T15:00:00
SAN JUAN,253068,86,2023-01-23T15:00:00
ARECIBO,177369,1,2022-03-02T06:00:00
BAYAMON,216496,17,2022-03-02T06:00:00
CAROLINA,141663,0,2022-03-02T06:00:00
CAGUAS,250514,36,2022-03-02T06:00:00
MAYAGUEZ,216605,3,2022-03-02T06:00:00
PONCE,212508,4,2022-03-02T06:00:00
SAN JUAN,253068,15166,2022-03-02T06:00:00
ARECIBO,177369,3095,2022-10-06T15:00:00
BAYAMON,216496,395,2022-10-06T15:00:00
CAROLINA,141663,338,2022-10-06T15:00:00
CAGUAS,250514,7594,2022-10-06T15:00:00
MAYAGUEZ,216605,105463,2022-10-06T15:00:00
PONCE,212508,62206,2022-10-06T15:00:00
SAN JUAN,253068,312,2022-10-06T15:00:00
ARECIBO,177369,4,2023-02-18T09:00:00
BAYAMON,216496,2,2023-02-18T09:00:00
CAROLINA,141663,36,2023-02-18T09:00:00
CAGUAS,250514,22,2023-02-18T09:00:00
MAYAGUEZ,216605,66,2023-02-18T09:00:00
PONCE,212508,19,2023-02-18T09:00:00
SAN JUAN,253068,54,2023-02-18T09:00:00
ARECIBO,177369,113,2021-10-13T18:00:00
BAYAMON,216496,630,2021-10-13T18:00:00
CAROLINA,141663,3558,2021-10-13T18:00:00
CAGUAS,250514,432,2021-10-13T18:00:00
MAYAGUEZ,216605,322,2021-10-13T18:00:00
PONCE,212508,204,2021-10-13T18:00:00
SAN JUAN,253068,1169,2021-10-13T18:00:00
ARECIBO,177369,276,2022-08-11T06:00:00
BAYAMON,216496,61,2022-08-11T06:00:00
CAROLINA,141663,2,2022-08-11T06:00:00
CAGUAS,250514,1,2022-08-11T06:00:00
MAYAGUEZ,216605,41,2022-08-11T06:00:00
PONCE,212508,119,2022-08-11T06:00:00
SAN JUAN,253068,3,2022-08-11T06:00:00
ARECIBO,177369,143,2023-04-17T18:00:00
BAYAMON,216496,2522,2023-04-17T18:00:00
CAROLINA,141663,190,2023-04-17T18:00:00
CAGUAS,250514,1447,2023-04-17T18:00:00
MAYAGUEZ,216605,8,2023-04-17T18:00:00
PONCE,212508,427,2023-04-17T18:00:00
SAN JUAN,253068,7365,2023-04-17T18:00:00
ARECIBO,177369,9,2022-01-19T00:00:00
BAYAMON,216496,87,2022-01-19T00:00:00
CAROLINA,141663,2,2022-01-19T00:00:00
CAGUAS,250514,4,2022-01-19T00:00:00
MAYAGUEZ,216605,57,2022-01-19T00:00:00
PONCE,212508,1,2022-01-19T00:00:00
SAN JUAN,253068,96,2022-01-19T00:00:00
ARECIBO,177369,60,2022-08-22T06:00:00
BAYAMON,216496,1403,2022-08-22T06:00:00
CAROLINA,141663,1033,2022-08-22T06:00:00
CAGUAS,250514,71,2022-08-22T06:00:00
MAYAGUEZ,216605,474,2022-08-22T06:00:00
PONCE,212508,291,2022-08-22T06:00:00
SAN JUAN,253068,2086,2022-08-22T06:00:00
ARECIBO,177369,1778,2022-07-22T18:00:00
