Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date,Tasa de Desempleo,Num. Personas Desempleadas,Num. Personas Empleadas,Num. Personas Grupo Trabajador
Humacao,92.0,1.0,0.0,7.0,5.0,27.0,51.0,1.0,2010-03-01,21.6,4442.0,16362.0,20466.0
Hormigueros,12.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2010-03-01,16.2,981.0,5361.0,6266.0
Hatillo,33.0,0.0,0.0,8.0,0.0,11.0,8.0,6.0,2010-03-01,16.0,2458.0,11735.0,14229.0
Gurabo,17.0,1.0,0.0,2.0,3.0,5.0,2.0,4.0,2010-03-01,13.5,2442.0,15567.0,17713.0
Guaynabo,171.0,2.0,0.0,15.0,6.0,29.0,102.0,17.0,2010-03-01,8.2,3443.0,38728.0,41335.0
Guayanilla,16.0,0.0,1.0,2.0,1.0,10.0,2.0,0.0,2010-03-01,25.6,1582.0,4795.0,6318.0
Ceiba,26.0,0.0,0.0,1.0,1.0,13.0,11.0,0.0,2010-03-01,20.2,971.0,3803.0,4693.0
Guayama,74.0,1.0,0.0,5.0,2.0,25.0,38.0,3.0,2010-03-01,23.6,3603.0,11756.0,15095.0
Florida,8.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,2010-03-01,21.4,888.0,3067.0,3901.0
Fajardo,59.0,1.0,0.0,2.0,4.0,21.0,28.0,3.0,2010-03-01,20.1,2727.0,11218.0,13716.0
Dorado,36.0,2.0,0.0,5.0,4.0,4.0,13.0,8.0,2010-03-01,11.6,1605.0,12214.0,13576.0
Culebra,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2010-03-01,11.0,91.0,742.0,845.0
Corozal,45.0,0.0,0.0,1.0,3.0,7.0,24.0,10.0,2010-03-01,16.3,1683.0,8561.0,10097.0
Comerío,37.0,1.0,0.0,0.0,3.0,14.0,18.0,1.0,2010-03-01,19.9,1306.0,4638.0,5865.0
Coamo,49.0,0.0,0.0,5.0,2.0,22.0,15.0,5.0,2010-03-01,21.5,2509.0,9495.0,11893.0
Guánica,12.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,2010-03-01,25.0,1346.0,3842.0,5135.0
Ciales,23.0,0.0,0.0,1.0,1.0,8.0,10.0,3.0,2010-03-01,28.3,1360.0,3565.0,4867.0
Yauco,40.0,1.0,1.0,4.0,3.0,12.0,18.0,1.0,2010-04-01,21.1,2855.0,9590.0,12461.0
Yabucoa,49.0,1.0,0.0,8.0,1.0,27.0,11.0,1.0,2010-04-01,25.3,3058.0,8280.0,11258.0
Orocovis,43.0,0.0,0.0,2.0,2.0,14.0,23.0,2.0,2010-04-01,20.4,1485.0,4779.0,6235.0
Naranjito,36.0,0.0,0.0,2.0,0.0,11.0,16.0,7.0,2010-04-01,18.8,1660.0,6635.0,8213.0
Naguabo,23.0,1.0,0.0,3.0,2.0,8.0,9.0,0.0,2010-04-01,21.7,2185.0,7205.0,9319.0
Morovis,23.0,0.0,0.0,1.0,2.0,13.0,2.0,5.0,2010-04-01,22.2,2305.0,7245.0,9466.0
Moca,24.0,1.0,0.0,2.0,2.0,7.0,12.0,0.0,2010-04-01,20.6,2595.0,9576.0,12202.0
Mayagüez,176.0,1.0,0.0,11.0,9.0,50.0,95.0,10.0,2010-04-01,18.0,5520.0,22674.0,28051.0
Maunabo,8.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2010-04-01,25.9,1028.0,2693.0,3692.0
Maricao,7.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2010-04-01,18.4,482.0,1900.0,2457.0
Manatí,46.0,0.0,0.0,2.0,2.0,13.0,9.0,20.0,2010-04-01,18.9,2735.0,11064.0,13669.0
Luquillo,40.0,1.0,0.0,2.0,3.0,16.0,15.0,3.0,2010-04-01,20.4,1546.0,5821.0,7287.0
Loiza,32.0,0.0,0.0,3.0,3.0,3.0,23.0,0.0,2010-04-01,16.6,1844.0,8613.0,10326.0
Las Piedras,38.0,2.0,0.0,3.0,1.0,20.0,11.0,1.0,2010-04-01,19.2,2593.0,9975.0,12457.0
Las Marías,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2010-04-01,17.9,683.0,2922.0,3718.0
Lares,52.0,0.0,0.0,2.0,0.0,26.0,23.0,1.0,2010-04-01,20.2,1724.0,6366.0,8271.0
Lajas,12.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,2010-04-01,22.7,1616.0,5102.0,6735.0
Patillas,21.0,0.0,0.0,0.0,0.0,7.0,12.0,2.0,2010-04-01,26.8,1736.0,4454.0,6185.0
Ponce,292.0,5.0,0.0,12.0,11.0,89.0,153.0,22.0,2010-04-01,16.5,9904.0,46458.0,55962.0
Quebradillas,23.0,0.0,0.0,2.0,2.0,8.0,8.0,3.0,2010-04-01,19.8,1483.0,5489.0,6965.0
Rincón,10.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,2010-04-01,18.5,986.0,4067.0,5042.0
Villalba,9.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2010-04-01,23.0,2087.0,6922.0,8986.0
Vieques,25.0,1.0,0.0,2.0,0.0,13.0,9.0,0.0,2010-04-01,22.1,702.0,2477.0,3299.0
Vega Baja,73.0,0.0,0.0,8.0,4.0,25.0,26.0,10.0,2010-04-01,21.1,3604.0,12995.0,16411.0
Vega Alta,65.0,0.0,0.0,12.0,1.0,10.0,23.0,19.0,2010-04-01,16.7,1941.0,9059.0,10861.0
Utuado,83.0,0.0,0.0,2.0,2.0,29.0,49.0,1.0,2010-04-01,20.4,1810.0,6382.0,8294.0
Trujillo Alto,86.0,2.0,0.0,7.0,8.0,20.0,42.0,7.0,2010-04-01,10.2,3401.0,27387.0,30385.0
Toa Baja,133.0,3.0,0.0,22.0,7.0,35.0,49.0,17.0,2010-04-01,12.3,4581.0,29969.0,34102.0
Juncos,20.0,0.0,1.0,3.0,2.0,9.0,4.0,1.0,2010-04-01,18.5,2686.0,10994.0,13536.0
Toa Alta,44.0,0.0,0.0,10.0,1.0,12.0,9.0,12.0,2010-04-01,11.7,3439.0,24245.0,27325.0
San Sebastián,47.0,0.0,0.0,0.0,3.0,31.0,12.0,1.0,2010-04-01,22.3,2777.0,9160.0,12042.0
San Lorenzo,22.0,1.0,0.0,2.0,0.0,14.0,3.0,2.0,2010-04-01,17.5,2443.0,11107.0,13404.0
San Juan,932.0,19.0,0.0,139.0,35.0,147.0,435.0,157.0,2010-04-01,10.0,16690.0,140661.0,155400.0
San Germán,17.0,2.0,0.0,1.0,1.0,5.0,7.0,1.0,2010-04-01,17.7,2316.0,9860.0,12084.0
Salinas,59.0,0.0,0.0,5.0,4.0,12.0,37.0,1.0,2010-04-01,25.3,2563.0,6718.0,9346.0
Sabana Grande,11.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,2010-04-01,21.0,1671.0,5944.0,7597.0
Rio Grande,47.0,0.0,0.0,7.0,3.0,17.0,18.0,2.0,2010-04-01,15.1,3122.0,16163.0,19043.0
Santa Isabel,45.0,1.0,0.0,2.0,5.0,12.0,20.0,5.0,2010-04-01,16.0,2089.0,9503.0,12092.0
Juana Díaz,35.0,0.0,1.0,3.0,1.0,17.0,10.0,3.0,2010-04-01,17.2,3107.0,14181.0,17233.0
Peñuelas,21.0,0.0,0.0,4.0,0.0,10.0,7.0,0.0,2010-04-01,23.5,1937.0,5738.0,7624.0
Isabela,53.0,0.0,0.0,0.0,4.0,20.0,27.0,2.0,2010-04-01,20.3,2832.0,10705.0,13571.0
Carolina,226.0,1.0,0.0,33.0,18.0,45.0,111.0,18.0,2010-04-01,12.8,9921.0,62741.0,71712.0
Canóvanas,58.0,2.0,0.0,6.0,2.0,26.0,21.0,1.0,2010-04-01,18.0,3479.0,14681.0,17961.0
Camuy,17.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,2010-04-01,16.7,1956.0,9036.0,11023.0
Caguas,197.0,0.0,0.0,30.0,6.0,72.0,65.0,24.0,2010-04-01,15.2,8980.0,46675.0,55392.0
Cabo Rojo,46.0,0.0,0.0,2.0,1.0,38.0,4.0,1.0,2010-04-01,16.3,2730.0,13000.0,15611.0
Bayamón,578.0,4.0,0.0,47.0,8.0,116.0,306.0,97.0,2010-04-01,12.4,10524.0,67534.0,77036.0
Barranquitas,44.0,0.0,0.0,1.0,5.0,19.0,16.0,3.0,2010-04-01,16.2,1425.0,6736.0,8134.0
Cataño,30.0,0.0,0.0,1.0,8.0,7.0,13.0,1.0,2010-04-01,14.5,1495.0,7951.0,9328.0
Barceloneta,69.0,0.0,0.0,2.0,0.0,23.0,36.0,8.0,2010-04-01,24.3,1772.0,5061.0,6758.0
Arecibo,82.0,0.0,0.0,9.0,2.0,29.0,30.0,12.0,2010-04-01,17.9,5315.0,22850.0,28152.0
Añasco,29.0,0.0,0.0,0.0,1.0,24.0,3.0,1.0,2010-04-01,19.1,2104.0,8058.0,10149.0
Aibonito,36.0,0.0,0.0,1.0,4.0,12.0,12.0,7.0,2010-04-01,18.9,1550.0,6135.0,7642.0
Aguas Buenas,27.0,0.0,0.0,7.0,5.0,8.0,6.0,1.0,2010-04-01,21.8,1884.0,6265.0,8081.0
Aguadilla,80.0,0.0,0.0,6.0,6.0,30.0,35.0,3.0,2010-04-01,20.2,3756.0,13827.0,17583.0
Aguada,39.0,0.0,0.0,2.0,4.0,10.0,19.0,4.0,2010-04-01,19.4,2804.0,10855.0,13646.0
Jayuya,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2010-04-01,19.9,1043.0,4122.0,5231.0
Arroyo,27.0,0.0,0.0,0.0,2.0,4.0,19.0,2.0,2010-04-01,23.8,1588.0,4785.0,6349.0
Cayey,85.0,1.0,1.0,5.0,3.0,17.0,53.0,5.0,2010-04-01,15.6,3052.0,15445.0,18285.0
Adjuntas,27.0,0.0,0.0,1.0,0.0,13.0,12.0,1.0,2010-04-01,19.0,1021.0,4210.0,5241.0
Humacao,89.0,0.0,0.0,9.0,5.0,33.0,41.0,1.0,2010-04-01,21.1,4684.0,16102.0,20568.0
Hormigueros,13.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,2010-04-01,15.6,1102.0,5248.0,6339.0
Hatillo,34.0,0.0,0.0,0.0,0.0,19.0,8.0,7.0,2010-04-01,16.6,2608.0,11695.0,14392.0
Gurabo,17.0,0.0,0.0,0.0,3.0,8.0,4.0,2.0,2010-04-01,13.5,2608.0,15345.0,17734.0
Guaynabo,178.0,0.0,0.0,20.0,3.0,39.0,98.0,18.0,2010-04-01,8.3,3682.0,38067.0,41207.0
Ceiba,20.0,0.0,0.0,1.0,1.0,5.0,13.0,0.0,2010-04-01,20.5,1013.0,3738.0,4700.0
Guayama,97.0,2.0,0.0,2.0,7.0,20.0,65.0,1.0,2010-04-01,23.6,3877.0,11526.0,15353.0
Guánica,8.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,2010-04-01,25.1,1425.0,3832.0,5316.0
Florida,15.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,2010-04-01,22.2,880.0,3030.0,3869.0
Guayanilla,20.0,0.0,0.0,6.0,0.0,10.0,3.0,1.0,2010-04-01,24.8,1633.0,4772.0,6500.0
Dorado,47.0,2.0,0.0,3.0,0.0,7.0,23.0,12.0,2010-04-01,11.9,1719.0,12032.0,13607.0
Culebra,13.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,2010-04-01,11.0,106.0,734.0,865.0
Corozal,44.0,2.0,0.0,3.0,2.0,12.0,14.0,11.0,2010-04-01,16.2,1787.0,8475.0,10189.0
Comerío,33.0,0.0,0.0,2.0,0.0,8.0,18.0,5.0,2010-04-01,21.8,1400.0,4596.0,5972.0
Coamo,58.0,0.0,0.0,5.0,4.0,26.0,20.0,3.0,2010-04-01,21.1,2779.0,9454.0,12258.0
Cidra,30.0,0.0,0.0,3.0,2.0,22.0,2.0,1.0,2010-04-01,15.1,2919.0,14876.0,17600.0
Ciales,15.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,2010-04-01,27.8,1408.0,3523.0,4908.0
Fajardo,51.0,2.0,0.0,7.0,5.0,16.0,17.0,4.0,2010-04-01,19.6,2914.0,11041.0,13791.0
Orocovis,22.0,2.0,0.0,1.0,2.0,9.0,5.0,3.0,2010-05-01,23.0,1447.0,4733.0,6130.0
Naranjito,41.0,0.0,0.0,4.0,3.0,11.0,20.0,3.0,2010-05-01,19.0,1721.0,6590.0,8221.0
Naguabo,21.0,0.0,0.0,4.0,2.0,6.0,9.0,0.0,2010-05-01,22.6,2128.0,7144.0,9183.0
Morovis,29.0,1.0,0.0,4.0,3.0,13.0,4.0,4.0,2010-05-01,23.0,2242.0,7198.0,9347.0
Moca,16.0,0.0,0.0,0.0,2.0,4.0,9.0,1.0,2010-05-01,20.1,2532.0,9567.0,12064.0
Mayagüez,182.0,2.0,0.0,9.0,8.0,54.0,98.0,11.0,2010-05-01,18.0,5543.0,22887.0,28293.0
Maunabo,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2010-05-01,26.7,1016.0,2678.0,3658.0
Juana Díaz,30.0,2.0,0.0,1.0,4.0,13.0,10.0,0.0,2010-05-01,17.4,3189.0,14147.0,17370.0
Manatí,34.0,0.0,0.0,5.0,0.0,9.0,9.0,11.0,2010-05-01,19.1,2655.0,11002.0,13510.0
Luquillo,24.0,1.0,0.0,2.0,0.0,8.0,13.0,0.0,2010-05-01,20.2,1553.0,5789.0,7257.0
Loiza,50.0,2.0,0.0,2.0,1.0,16.0,28.0,1.0,2010-05-01,16.7,1826.0,8571.0,10260.0
Las Piedras,58.0,1.0,0.0,4.0,3.0,31.0,18.0,1.0,2010-05-01,19.9,2513.0,9911.0,12294.0
Las Marías,8.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,2010-05-01,17.4,691.0,3012.0,3692.0
Lares,30.0,0.0,0.0,2.0,1.0,12.0,13.0,2.0,2010-05-01,20.8,1746.0,6305.0,8166.0
Lajas,21.0,0.0,0.0,1.0,1.0,15.0,4.0,0.0,2010-05-01,23.0,1617.0,5073.0,6671.0
Patillas,40.0,1.0,0.0,2.0,2.0,7.0,27.0,1.0,2010-05-01,27.1,1654.0,4439.0,6083.0
Maricao,7.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,2010-05-01,18.7,469.0,1856.0,2373.0
Peñuelas,27.0,2.0,0.0,0.0,6.0,9.0,9.0,1.0,2010-05-01,24.3,1962.0,5738.0,7655.0
San Sebastián,33.0,1.0,0.0,1.0,2.0,16.0,10.0,3.0,2010-05-01,22.6,2847.0,9118.0,11993.0
Quebradillas,8.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2010-05-01,20.1,1471.0,5540.0,7023.0
Villalba,14.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,2010-05-01,23.0,2024.0,6911.0,8904.0
Vieques,11.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,2010-05-01,21.4,693.0,2478.0,3287.0
Vega Baja,73.0,0.0,0.0,14.0,2.0,13.0,21.0,23.0,2010-05-01,21.2,3510.0,12921.0,16245.0
Vega Alta,54.0,2.0,0.0,5.0,3.0,8.0,15.0,21.0,2010-05-01,16.5,1921.0,9015.0,10795.0
Utuado,28.0,0.0,0.0,0.0,1.0,15.0,11.0,1.0,2010-05-01,20.9,1822.0,6356.0,8231.0
Trujillo Alto,69.0,1.0,0.0,8.0,2.0,26.0,23.0,9.0,2010-05-01,10.2,3329.0,27261.0,30147.0
Toa Baja,134.0,0.0,0.0,18.0,3.0,42.0,49.0,22.0,2010-05-01,12.5,4498.0,29828.0,33851.0
Ponce,310.0,4.0,1.0,24.0,21.0,73.0,163.0,24.0,2010-05-01,16.7,10030.0,46466.0,56101.0
Toa Alta,50.0,7.0,0.0,6.0,0.0,13.0,9.0,15.0,2010-05-01,11.7,3387.0,24133.0,27139.0
San Lorenzo,26.0,0.0,0.0,5.0,3.0,13.0,2.0,3.0,2010-05-01,17.7,2427.0,11045.0,13313.0
San Juan,959.0,24.0,1.0,160.0,26.0,147.0,458.0,143.0,2010-05-01,10.0,16469.0,140044.0,154165.0
San Germán,26.0,0.0,0.0,3.0,1.0,11.0,10.0,1.0,2010-05-01,17.9,2336.0,9838.0,12043.0
Salinas,77.0,0.0,0.0,1.0,2.0,26.0,48.0,0.0,2010-05-01,25.8,2517.0,6675.0,9287.0
Sabana Grande,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2010-05-01,21.1,1688.0,5924.0,7573.0
Rio Grande,56.0,3.0,0.0,4.0,4.0,20.0,22.0,3.0,2010-05-01,15.3,3084.0,16081.0,18913.0
Rincón,10.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2010-05-01,18.7,952.0,4068.0,4990.0
Santa Isabel,32.0,0.0,0.0,1.0,2.0,13.0,15.0,1.0,2010-05-01,15.7,2110.0,9614.0,10594.0
Jayuya,11.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,2010-05-01,20.1,1053.0,4086.0,5174.0
Juncos,28.0,2.0,0.0,4.0,1.0,16.0,4.0,1.0,2010-05-01,18.7,2597.0,10931.0,13369.0
Humacao,107.0,1.0,1.0,9.0,2.0,31.0,63.0,0.0,2010-05-01,21.7,4496.0,16024.0,20260.0
Canóvanas,35.0,4.0,0.0,5.0,2.0,13.0,10.0,1.0,2010-05-01,18.2,3368.0,14618.0,17760.0
Camuy,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2010-05-01,17.0,1884.0,9105.0,11055.0
Caguas,178.0,3.0,0.0,31.0,3.0,41.0,68.0,32.0,2010-05-01,15.4,8715.0,46434.0,54576.0
Cabo Rojo,41.0,2.0,0.0,2.0,2.0,25.0,9.0,1.0,2010-05-01,16.6,2735.0,12968.0,15560.0
Bayamón,628.0,3.0,1.0,79.0,9.0,132.0,314.0,90.0,2010-05-01,12.6,10347.0,67230.0,76469.0
Barranquitas,43.0,0.0,0.0,1.0,4.0,16.0,17.0,5.0,2010-05-01,16.5,1464.0,6681.0,8084.0
Barceloneta,36.0,0.0,0.0,3.0,0.0,8.0,18.0,7.0,2010-05-01,25.3,1701.0,5032.0,6659.0
Carolina,316.0,4.0,0.0,43.0,16.0,44.0,179.0,30.0,2010-05-01,12.9,9679.0,62456.0,71121.0
Arroyo,10.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,2010-05-01,23.9,1548.0,4769.0,6294.0
Añasco,11.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,2010-05-01,19.4,2065.0,8053.0,10072.0
Aibonito,44.0,0.0,0.0,0.0,1.0,23.0,13.0,7.0,2010-05-01,18.9,1542.0,6079.0,7563.0
Aguas Buenas,27.0,1.0,0.0,7.0,3.0,10.0,5.0,1.0,2010-05-01,22.0,1869.0,6231.0,8022.0
Aguadilla,91.0,1.0,0.0,7.0,4.0,40.0,32.0,7.0,2010-05-01,20.3,3766.0,13838.0,17534.0
Aguada,53.0,0.0,1.0,2.0,2.0,19.0,25.0,4.0,2010-05-01,19.5,2737.0,10858.0,13531.0
Adjuntas,37.0,0.0,0.0,3.0,0.0,22.0,11.0,1.0,2010-05-01,19.3,1057.0,4124.0,5169.0
Yabucoa,50.0,1.0,0.0,5.0,8.0,15.0,20.0,1.0,2010-05-01,26.4,3004.0,8227.0,11131.0
Arecibo,63.0,3.0,0.0,5.0,2.0,23.0,13.0,17.0,2010-05-01,18.1,5228.0,23060.0,28402.0
Cataño,33.0,0.0,0.0,6.0,0.0,8.0,13.0,6.0,2010-05-01,14.6,1488.0,7916.0,9273.0
Cayey,113.0,1.0,0.0,8.0,7.0,24.0,64.0,9.0,2010-05-01,16.0,3056.0,15373.0,18188.0
Ceiba,25.0,0.0,1.0,1.0,2.0,11.0,10.0,0.0,2010-05-01,20.7,1025.0,3722.0,4687.0
Hormigueros,9.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,2010-05-01,15.7,1075.0,5285.0,6339.0
Hatillo,28.0,0.0,0.0,1.0,1.0,9.0,9.0,8.0,2010-05-01,17.3,2509.0,11771.0,14390.0
Gurabo,18.0,0.0,0.0,2.0,1.0,9.0,1.0,5.0,2010-05-01,13.8,2571.0,15271.0,17601.0
Guaynabo,176.0,6.0,0.0,28.0,5.0,22.0,91.0,24.0,2010-05-01,8.3,3717.0,37892.0,40988.0
Guayanilla,24.0,0.0,0.0,3.0,0.0,9.0,11.0,1.0,2010-05-01,25.0,1611.0,4736.0,6487.0
Guayama,74.0,1.0,0.0,3.0,11.0,20.0,38.0,1.0,2010-05-01,23.9,3751.0,11492.0,15194.0
Guánica,14.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,2010-05-01,26.2,1395.0,3789.0,5206.0
Isabela,58.0,1.0,0.0,0.0,0.0,12.0,44.0,1.0,2010-05-01,20.0,2769.0,10705.0,13429.0
Florida,14.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,2010-05-01,22.8,866.0,3013.0,3838.0
Dorado,53.0,2.0,0.0,4.0,2.0,10.0,29.0,6.0,2010-05-01,11.8,1671.0,11971.0,13468.0
Culebra,9.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2010-05-01,10.8,97.0,754.0,850.0
Corozal,30.0,0.0,0.0,3.0,2.0,9.0,9.0,7.0,2010-05-01,16.7,1813.0,8414.0,10136.0
Comerío,30.0,0.0,0.0,2.0,4.0,8.0,13.0,3.0,2010-05-01,22.3,1348.0,4559.0,5862.0
Coamo,43.0,1.0,0.0,0.0,5.0,20.0,11.0,6.0,2010-05-01,21.1,2715.0,9384.0,12093.0
Cidra,18.0,0.0,0.0,3.0,1.0,12.0,1.0,1.0,2010-05-01,15.6,2793.0,14804.0,17380.0
Ciales,15.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,2010-05-01,27.9,1387.0,3507.0,4852.0
Fajardo,45.0,0.0,0.0,4.0,11.0,8.0,22.0,0.0,2010-05-01,19.9,2922.0,10989.0,13733.0
Yauco,30.0,0.0,0.0,0.0,2.0,15.0,11.0,2.0,2010-05-01,21.8,2834.0,9540.0,12373.0
Aguas Buenas,26.0,0.0,0.0,2.0,1.0,16.0,5.0,2.0,2010-06-01,23.3,1772.0,6197.0,7955.0
Aibonito,48.0,0.0,0.0,2.0,5.0,21.0,18.0,2.0,2010-06-01,20.3,1521.0,6092.0,7575.0
Aguada,42.0,0.0,0.0,3.0,1.0,18.0,14.0,6.0,2010-06-01,20.5,2717.0,10842.0,13696.0
Ponce,310.0,7.0,0.0,29.0,11.0,63.0,187.0,13.0,2010-06-01,17.7,9883.0,46058.0,55373.0
Peñuelas,18.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,2010-06-01,25.4,1891.0,5687.0,7510.0
Patillas,33.0,1.0,0.0,1.0,0.0,7.0,24.0,0.0,2010-06-01,28.1,1529.0,4449.0,5960.0
Orocovis,39.0,0.0,0.0,0.0,3.0,20.0,11.0,5.0,2010-06-01,23.8,1453.0,4750.0,6161.0
Naranjito,23.0,0.0,0.0,2.0,1.0,10.0,8.0,2.0,2010-06-01,20.2,1814.0,6553.0,8351.0
Naguabo,19.0,2.0,0.0,1.0,3.0,6.0,6.0,1.0,2010-06-01,23.4,1978.0,7134.0,9056.0
Morovis,25.0,3.0,0.0,2.0,2.0,11.0,7.0,0.0,2010-06-01,24.4,2257.0,7161.0,9401.0
Moca,24.0,2.0,0.0,5.0,1.0,5.0,9.0,2.0,2010-06-01,21.3,2548.0,9607.0,12255.0
Mayagüez,196.0,2.0,0.0,12.0,7.0,60.0,105.0,10.0,2010-06-01,19.7,5467.0,22531.0,28010.0
Maunabo,16.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,2010-06-01,27.8,828.0,2664.0,3483.0
Maricao,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2010-06-01,19.6,436.0,1975.0,2360.0
Manatí,62.0,2.0,0.0,8.0,2.0,12.0,22.0,16.0,2010-06-01,20.0,2670.0,10934.0,13588.0
Luquillo,23.0,1.0,0.0,2.0,1.0,10.0,9.0,0.0,2010-06-01,21.2,1532.0,5741.0,7260.0
Loiza,43.0,2.0,0.0,0.0,6.0,16.0,17.0,2.0,2010-06-01,17.9,1751.0,8482.0,10228.0
Las Piedras,47.0,0.0,0.0,4.0,2.0,21.0,20.0,0.0,2010-06-01,20.8,2440.0,9864.0,12271.0
Quebradillas,15.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,2010-06-01,21.3,1393.0,5482.0,6866.0
Adjuntas,19.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,2010-06-01,19.5,1062.0,4220.0,5186.0
Rincón,7.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2010-06-01,19.6,893.0,4056.0,5003.0
Sabana Grande,15.0,0.0,0.0,4.0,0.0,1.0,9.0,1.0,2010-06-01,22.0,1764.0,5926.0,7634.0
Yabucoa,73.0,0.0,0.0,11.0,6.0,34.0,22.0,0.0,2010-06-01,27.2,2855.0,8200.0,11023.0
Villalba,14.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,2010-06-01,23.2,1872.0,6899.0,8673.0
Vieques,25.0,2.0,0.0,0.0,4.0,6.0,12.0,1.0,2010-06-01,21.3,625.0,2597.0,3433.0
Vega Baja,56.0,1.0,0.0,7.0,1.0,19.0,16.0,12.0,2010-06-01,22.0,3485.0,12807.0,16292.0
Vega Alta,42.0,1.0,0.0,4.0,4.0,10.0,6.0,17.0,2010-06-01,17.9,1897.0,8920.0,10817.0
Utuado,35.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0,2010-06-01,21.8,1763.0,6484.0,8308.0
Trujillo Alto,70.0,3.0,0.0,17.0,4.0,16.0,27.0,3.0,2010-06-01,11.2,3329.0,26984.0,30274.0
Toa Baja,129.0,1.0,0.0,11.0,4.0,52.0,38.0,23.0,2010-06-01,13.4,4540.0,29521.0,34039.0
Toa Alta,55.0,1.0,0.0,6.0,5.0,18.0,15.0,10.0,2010-06-01,12.6,3518.0,23886.0,27387.0
Santa Isabel,28.0,0.0,0.0,0.0,3.0,4.0,20.0,1.0,2010-06-01,17.3,2161.0,10003.0,11172.0
San Sebastián,32.0,0.0,0.0,2.0,1.0,25.0,6.0,1.5,2010-06-01,23.1,2710.0,9265.0,12014.0
San Lorenzo,19.0,1.0,0.0,2.0,1.0,7.0,5.0,3.0,2010-06-01,18.2,2391.0,10961.0,13335.0
San Juan,819.0,18.0,0.0,129.0,19.0,104.0,415.0,134.0,2010-06-01,10.7,16754.0,138710.0,155008.0
San Germán,14.0,0.0,0.0,2.0,0.0,6.0,5.0,1.0,2010-06-01,19.2,2338.0,9768.0,12005.0
Salinas,74.0,0.0,0.0,3.0,2.0,18.0,51.0,0.0,2010-06-01,27.4,2421.0,6783.0,9249.0
Rio Grande,41.0,5.0,0.0,6.0,1.0,16.0,10.0,3.0,2010-06-01,16.4,3012.0,15921.0,18922.0
Yauco,47.0,0.0,0.0,3.0,0.0,8.0,32.0,4.0,2010-06-01,22.9,2578.0,9606.0,12022.0
Lares,21.0,0.0,0.0,1.0,1.0,11.0,7.0,1.0,2010-06-01,20.8,1604.0,6547.0,8149.0
Juncos,34.0,1.0,0.0,2.0,2.0,16.0,8.0,5.0,2010-06-01,19.8,2546.0,10850.0,13362.0
Ciales,27.0,0.0,0.0,0.0,0.0,13.0,12.0,2.0,2010-06-01,28.7,1366.0,3500.0,4848.0
Ceiba,14.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,2010-06-01,21.6,998.0,3687.0,4675.0
Cayey,92.0,2.0,0.0,6.0,3.0,28.0,53.0,0.0,2010-06-01,16.7,3036.0,15233.0,18239.0
