Date,Puerto Rico SA,Puerto Rico NSA,Adjuntas NSA,Aguada NSA,Aguadilla NSA,Aguas Buenas NSA,Aibonito NSA,Añasco NSA,Arecibo NSA,Arroyo NSA,Barceloneta NSA,Barranquitas NSA,Bayamón NSA,Cabo Rojo NSA,Caguas NSA,Camuy NSA,Canóvanas NSA,Carolina NSA,Cataño NSA,Cayey NSA,Ceiba NSA,Ciales NSA,Cidra NSA,Coamo NSA,Comerío NSA,Corozal NSA,Culebra NSA,Dorado NSA,Fajardo NSA,Florida NSA,Guánica NSA,Guayama NSA,Guayanilla NSA,Guaynabo NSA,Gurabo NSA,Hatillo NSA,Hormigueros NSA,Humacao NSA,Isabela NSA,Jayuya NSA,Juana Diaz NSA,Juncos NSA,Lajas NSA,Lares NSA,Las Marías NSA,Las Piedras NSA,Loiza NSA,Luquillo NSA,Manatí NSA,Maricao NSA,Maunabo NSA,Mayaguez NSA,Moca NSA,Morovis NSA,Naguabo NSA,Naranjito NSA,Orocovis NSA,Patillas NSA,Peñuelas NSA,Ponce NSA,Quebradillas NSA,Rincón NSA,Rio Grande NSA,Sabana Grande NSA,Salinas NSA,San Germán NSA,San Juan NSA,San Lorenzo NSA,San Sebastián NSA,Santa Isabel NSA,Toa Alta NSA,Toa Baja NSA,Trujillo Alto NSA,Utuado NSA,Vega Alta NSA,Vega Baja NSA,Vieques NSA,Villalba NSA,Yabucoa NSA,Yauco NSA,"Mayaguez-San Germán, PR CSA NSA","Ponce-Coamo-Santa Isabel, PR CSA NSA","San Juan-Carolina, PR CSA NSA","Adjuntas, PR MicroSA NSA","Coamo, PR MicroSA NSA","Coco, Salinas, PR MicroSA NSA","Jayuya, PR MicroSA NSA","Santa Isabel, PR MicroSA NSA","Aguadilla-Isabela, PR MSA NSA","Arecibo, PR MSA NSA","Guayama, PR MSA NSA","Mayaguez, PR MSA NSA","Ponce, PR MSA NSA","San Germán, PR MSA NSA","San Juan-Carolina-Caguas, PR MSA NSA"
2020-09,1041397,1048264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,1037830,1048938,3878,11281,13827,6235,6111,8404,23847,4304,5571,6989,63918,13069,45923,9469,15590,60117,7708,15343,3527,3614,14625,9295,4691,8687,933,12747,10457,3173,3812,10252,4933,36500,17157,12981,5106,16146,11139,3848,14684,11699,4905,6648,2495,10647,8143,5965,10988,1733,2617,20366,9901,7703,7698,6990,4737,3906,5417,43234,5980,4357,16480,5616,6627,9103,131795,10983,9610,7404,26115,28292,26075,6200,9419,12827,2488,6692,8075,9117,58165,108466,789443,3878,9295,6627,3848,7404,81367,52277,18462,25472,87889,32693,712077
2020-07,1034753,1042138,3709,11201,13696,6203,5990,8339,23595,4273,5537,6911,63697,12888,45777,9374,15506,59886,7697,15330,3513,3537,14627,9175,4641,8560,911,12725,10356,3122,3683,10226,4745,36713,17154,12800,5084,16063,11045,3731,14502,11589,4762,6326,2442,10586,8070,5922,10880,1677,2596,20280,9799,7615,7655,6894,4660,3857,5374,43205,5931,4309,16316,5484,6503,8994,132055,10904,9388,6978,26108,28186,26130,6141,9326,12649,2451,6646,8006,8919,57492,106936,786251,3709,9175,6503,3731,6978,80244,51700,18356,25364,87074,32128,709692
2020-06,1035141,1063390,3788,11500,14004,6346,6038,8541,23979,4372,5690,7078,65000,13290,46630,9516,15803,61104,7853,15629,3588,3618,14873,9358,4736,8751,940,12959,10563,3191,3703,10423,4893,37352,17408,12976,5181,16353,11270,3793,14656,11788,4927,6401,2525,10791,8192,6039,11056,1679,2658,20683,10055,7757,7791,7092,4801,3954,5458,44045,6058,4445,16625,5628,6571,9242,134794,11103,9618,7863,26603,28698,26553,6194,9516,12967,2538,6740,8158,9037,58951,109541,801394,3788,9358,6571,3793,7863,82028,52529,18749,25864,88532,33087,723545
2020-05,1032146,1015919,3716,11019,13327,6076,5775,8124,22638,4194,5436,6784,62150,12708,44533,9019,15078,58341,7431,14872,3417,3486,14149,9040,4547,8429,879,12330,10128,3046,3617,10014,4753,35371,16546,12278,5015,15619,10745,3631,14080,11250,4780,6230,2450,10296,7798,5763,10588,1623,2549,19966,9628,7442,7432,6840,4636,3802,5280,42267,5788,4318,15916,5402,6375,8828,127659,10629,9270,7686,25377,27355,25216,5905,9126,12449,2517,6484,7847,8813,56699,105736,763820,3716,9040,6375,3631,7686,78566,49723,18010,24981,85294,31718,689712
2020-02,1048791,1038055,4138,11296,13706,6230,6102,8382,22874,4448,5624,6893,61860,12874,45254,9061,15243,58224,7403,15283,3465,3488,14645,9433,4679,8388,848,12499,10216,3159,3996,10300,4661,35753,17192,13373,5047,16294,11115,4046,14663,11608,4938,6812,2531,10668,8035,5824,10898,1873,2900,20461,9918,7531,7699,6687,4718,4119,5532,42952,5795,4755,15999,5847,6565,9185,127103,11152,9807,8832,25688,27682,25673,6408,9249,12513,2481,7332,8391,9745,58352,111284,774447,4138,9433,6565,4046,8832,82199,51103,18867,25508,88881,32844,697912
2020-01,1055984,1032482,4143,11249,13706,6180,6169,8345,23014,4438,5590,6965,60984,12910,44739,9105,14993,57337,7322,15184,3456,3551,14473,9593,4665,8388,852,12354,10201,3142,4220,10336,4687,35087,16924,13241,5043,16252,11093,4103,14703,11539,5067,6921,2581,10636,7949,5765,10879,1888,2832,20526,9937,7555,7701,6664,4795,4088,5586,42821,5854,4654,15825,5976,6658,9294,125278,11011,9860,9573,25318,27244,25296,6441,9216,12452,2452,7311,8383,9918,58816,112555,767028,4143,9593,6658,4103,9573,82206,51214,18862,25569,89246,33247,690294
2019-12,1065881,1048331,4154,11355,13870,6261,6238,8405,23317,4503,5696,7136,62242,13057,45476,9212,15289,58554,7469,15386,3503,3597,14728,9759,4720,8577,878,12591,10413,3169,4011,10533,4782,35754,17146,13585,5139,16402,11947,4117,14465,11752,5051,7021,2531,10807,8116,5920,11122,1872,2830,20723,10007,7634,7798,6791,4791,4176,5723,43811,5876,4700,16134,5897,6892,9305,127695,11193,10166,8670,25770,27811,25706,6447,9356,12680,2494,7372,8539,9719,59172,112466,780886,4154,9759,6892,4117,8670,83918,51990,19212,25862,89883,33310,702792
2019-11,1065107,1049995,3994,11440,13960,6276,6259,8469,23439,4459,5706,7151,62470,13099,45608,9271,15342,58828,7490,15389,3525,3598,14768,9622,4724,8635,866,12644,10419,3184,3958,10571,4723,35812,17256,13564,5137,16409,12011,4108,14494,11794,5064,7040,2524,10839,8133,5917,11077,1910,2757,20828,10064,7690,7826,6799,4771,4086,5690,43759,5860,4649,16196,5924,6985,9358,127762,11219,10093,8621,25916,27965,25801,6481,9360,12754,2430,7221,8523,9625,59410,111707,782827,3994,9622,6985,4108,8621,84207,52134,19116,25965,89470,33445,704592
2019-10,1066792,1067044,4049,11567,14181,6419,6389,8568,23761,4511,5846,7307,63473,13386,46519,9409,15688,59935,7609,15646,3581,3668,15061,9812,4822,8816,859,12839,10631,3264,4074,10777,4816,36280,17624,13235,5220,16712,12072,4178,14764,12082,5190,7044,2532,11072,8288,6029,11318,1883,2824,21252,10189,7876,7962,6988,4840,4110,5808,44405,5935,4531,16572,6164,7039,9581,129240,11442,10118,8757,26479,28514,26252,6603,9570,13113,2463,7227,8673,9713,60793,113425,796040,4049,9812,7039,4178,8757,84873,52340,19398,26472,90807,34321,717263
2019-09,1074120,1066859,4043,11481,14152,6396,6399,8590,23523,4476,5790,7220,63780,13350,46634,9370,15696,60105,7652,15722,3624,3630,15081,9867,4781,8756,884,12886,10673,3244,3999,10783,5110,36629,17687,12980,5236,16765,12012,4173,14745,12062,5109,6776,2502,11073,8277,6055,11224,1836,2830,21269,10171,7823,7976,6932,4825,4077,5801,44569,5901,4484,16548,6067,6995,9542,130535,11433,9982,7729,26499,28554,26399,6557,9519,13020,2509,7241,8604,9633,60573,112737,797443,4043,9867,6995,4173,7729,84205,51774,19336,26505,91098,34068,719338
2019-08,1083037,1078607,4044,11598,14286,6471,6430,8718,23664,4509,5833,7322,64733,13357,47233,9443,15923,60963,7753,15959,3657,3692,15330,9777,4845,8870,913,13077,10793,3257,3917,10777,5148,37380,17939,13080,5293,16889,12183,4172,14779,12170,5115,6850,2615,11165,8330,6111,11360,1856,2839,21462,10276,7892,8028,7034,4900,4120,5768,44773,5904,4509,16741,6047,6994,9511,132913,11551,10011,7750,26871,28950,26862,6596,9632,13088,2562,7200,8645,9598,60785,112754,807922,4044,9777,6994,4172,7750,85027,52091,19406,26755,91183,34030,729431
2019-07,1090423,1105444,4098,11977,14786,6630,6554,8949,24416,4630,5976,7510,66141,13765,48438,9765,16261,62280,7915,16334,3760,3791,15706,10006,4976,9121,910,13334,11108,3350,3976,11090,5228,38049,18347,13511,5496,17297,12537,4245,15280,12437,5282,6935,2651,11462,8509,6232,11555,1916,2892,22394,10641,8109,8199,7210,5040,4242,5954,46321,6179,4631,17098,6242,7130,9834,135485,11860,10252,7901,27474,29556,27440,6759,9861,13437,2600,7421,8860,9904,63013,116089,826557,4098,10006,7130,4245,7901,87467,53871,19962,27890,94084,35123,745594
2019-06,1093289,1113225,4124,12155,14894,6658,6565,8986,24308,4774,5995,7428,66528,13799,48681,9678,16329,62674,7987,16449,3803,3773,15808,10036,4938,9068,933,13398,11233,3357,3983,11331,5289,38387,18371,13573,5553,17536,12502,4280,15361,12440,5245,6853,2660,11521,8540,6317,11636,1925,3012,22445,10730,8096,8246,7166,4989,4385,6045,46631,6188,4703,17165,6272,7179,9926,137084,11898,10358,9023,27552,29696,27570,6715,9859,13479,2648,7522,8996,9986,63240,118000,831644,4124,10036,7179,4280,9023,87896,53747,20490,27998,94817,35242,750228
2019-05,1091465,1091373,4105,11980,14575,6510,6462,8882,23924,4735,5893,7280,65062,13504,47586,9469,15949,61219,7804,16045,3737,3681,15422,9975,4858,8860,905,13116,11019,3318,3901,11174,5241,37618,17975,13512,5412,17177,12338,4275,15088,12168,5175,6842,2658,11213,8371,6165,11421,1880,2981,21919,10514,7912,8085,6991,4878,4384,5931,45712,6050,4693,16815,6077,7155,9725,134101,11607,10345,8881,26964,29073,26991,6631,9620,13143,2675,7455,8787,9797,61812,116086,814280,4105,9975,7155,4275,8881,86800,52955,20293,27331,93125,34481,733877
2019-04,1086920,1081928,4131,11904,14459,6440,6379,8801,23665,4674,5850,7238,64513,13439,47177,9387,15828,60694,7740,15912,3698,3621,15336,9836,4814,8782,888,13002,10882,3302,3888,11098,5179,37248,17862,13503,5356,17001,12243,4240,14871,12079,5105,6795,2657,11121,8270,6106,11305,1906,2958,21746,10418,7848,8016,6947,4874,4380,5857,45231,6025,4828,16713,6023,7045,9659,132727,11523,10202,8495,26793,28840,26761,6610,9563,13053,2690,7492,8679,9706,61328,114686,807272,4131,9836,7045,4240,8495,86260,52580,20152,27102,92224,34226,727495
2019-03,1080907,1073349,4240,11890,14359,6392,6382,8705,23476,4704,5816,7170,63541,13331,46683,9302,15633,59830,7635,15718,3676,3586,15199,9890,4793,8755,900,12798,10870,3280,3885,11001,4873,36571,17592,13629,5280,16935,12156,4292,14783,11968,5123,6897,2718,11000,8166,6079,11301,1927,3016,21533,10384,7761,7965,6870,4899,4495,5825,44991,6045,4899,16559,6096,7049,9646,130586,11444,10340,9345,26339,28380,26345,6578,9458,12943,2677,7630,8680,9837,61009,115299,798315,4240,9890,7049,4292,9345,86208,52452,20200,26813,91824,34196,718614
2019-02,1075161,1075897,4240,11875,14436,6418,6354,8746,23364,4695,5820,7192,63766,13244,46865,9290,15701,60103,7670,15787,3682,3610,15276,9874,4798,8744,886,12825,10861,3287,3918,11059,4851,36701,17671,13582,5283,16967,12262,4309,14838,12005,5091,6904,2702,11043,8191,6118,11266,1917,2992,21574,10381,7778,8030,6883,4910,4480,5846,45127,6035,4916,16604,6032,7089,9554,131088,11483,10323,9370,26445,28501,26441,6584,9471,12977,2645,7621,8731,9897,60778,115582,800649,4240,9874,7089,4309,9370,86427,52271,20234,26857,92098,33921,721055
2019-01,1071297,1066418,4156,11699,14241,6339,6290,8651,23160,4588,5711,7178,63238,13139,46396,9227,15569,59601,7596,15683,3647,3571,15129,9780,4742,8684,897,12741,10742,3217,3852,10924,4787,36565,17508,13376,5237,16742,12308,4082,14666,11847,5081,6846,2652,10912,8112,6072,11245,1913,2888,21358,10259,7698,7950,6828,4888,4377,5706,44557,5945,4770,16419,5927,7196,9380,130522,11359,10185,10066,26271,28252,26262,6493,9381,12761,2633,7469,8579,9697,60122,114736,793928,4156,9780,7196,4082,10066,85452,51708,19889,26595,90734,33527,715135
2018-12,1069715,1081049,4214,11743,14317,6460,6447,8673,23497,4590,5807,7369,64122,13407,47121,9422,15860,60498,7705,15885,3731,3643,15333,9900,4864,8903,884,12918,10992,3269,3945,11044,4865,36992,17757,13778,5340,16979,12479,4164,14907,12104,5194,7085,2636,11097,8263,6229,11730,1976,2915,21826,10385,7877,8126,6992,4990,4381,5811,45114,6027,4803,16745,6006,7161,9505,132203,11545,10422,8307,26612,28695,26608,6567,9545,13066,2622,7549,8742,9764,61278,114376,806639,4214,9900,7161,4164,8307,86474,52724,20015,27166,91955,34112,726739
2018-11,1070043,1060831,3969,11544,14150,6354,6301,8596,23071,4459,5719,7248,63210,13194,46463,9281,15646,59658,7573,15624,3655,3586,15108,9652,4781,8743,881,12724,10776,3206,3786,10800,4727,36389,17545,13360,5250,16558,12243,4067,14635,11927,5074,6867,2550,10905,8141,6088,11451,1887,2797,21395,10238,7749,7978,6913,4864,4216,5619,44245,5848,4639,16547,5864,6831,9317,129842,11364,10064,7821,26298,28362,26243,6440,9420,12881,2599,7180,8481,9360,60094,110994,792984,3969,9652,6831,4067,7821,84781,51560,19475,26645,89552,33449,715118
2018-10,1071799,1065075,3947,11581,14283,6411,6278,8621,23238,4492,5793,7306,63446,13505,46640,9318,15750,59929,7599,15667,3675,3614,15166,9773,4815,8802,856,12759,10855,3242,3838,10892,4754,36343,17649,13036,5271,16582,12185,4066,14799,12018,5169,6890,2538,10991,8215,6136,11217,1857,2784,21634,10270,7843,8026,7000,4888,4193,5653,44448,5885,4522,16682,6024,6911,9490,129616,11475,9877,8007,26450,28564,26329,6499,9523,13057,2625,7050,8533,9404,61093,111673,795633,3947,9773,6911,4066,8007,84728,51477,19577,26905,89946,34188,717668
2018-09,1074627,1073438,3851,11795,14530,6466,6253,8718,23126,4594,5823,7220,64206,13765,47158,9223,15890,60547,7724,15881,3745,3649,15317,9797,4818,8783,899,12855,11067,3283,3843,11067,4775,36853,17819,12667,5392,16823,11997,4024,14776,12109,5178,6624,2575,11102,8293,6275,11193,1784,2811,21964,10321,7852,8116,7024,4883,4230,5685,44697,5904,4571,16844,6107,7011,9745,131831,11535,9844,7350,26677,28804,26597,6485,9591,13088,2608,7089,8585,9442,62151,111305,803212,3851,9797,7011,4024,7350,84885,50920,19891,27356,90307,34795,725390
2018-08,1077904,1071226,3985,11670,14451,6451,6356,8681,23181,4565,5779,7369,63720,13531,46792,9243,15747,60045,7658,15744,3734,3683,15217,9954,4852,8942,908,12811,11010,3271,3930,11037,5019,36474,17666,12776,5368,16780,12231,4123,14727,12089,5253,6956,2611,11039,8228,6264,11275,1865,2803,21800,10379,7865,8129,7064,4968,4282,5699,44371,5900,4517,16752,6134,7135,9616,130565,11516,10064,8049,26477,28565,26329,6604,9536,13090,2660,7132,8600,9570,61702,112436,799374,3985,9954,7135,4123,8049,85553,51100,19884,27168,90448,34534,721255
2018-07,1080582,1090835,4091,12176,15233,6552,6463,9091,23525,4643,5862,7527,64563,13810,47720,9387,16011,61049,7757,15968,3776,3756,15458,9993,4956,9079,908,12981,11211,3330,3987,11184,5296,36820,17904,13065,5485,17082,12929,4192,14958,12320,5364,7367,2483,11290,8359,6378,11449,1922,2838,22276,10966,7984,8237,7185,5076,4324,5938,44882,6024,4742,16993,6368,7181,9854,131854,11779,10567,8204,26844,28960,26659,6945,9652,13322,2584,7210,8816,9859,63157,114418,811153,4091,9993,7181,4192,8204,90016,52001,20151,27761,92130,35396,731820
2018-06,1081770,1092834,4017,11966,14933,6550,6426,8961,23427,4699,5849,7405,64799,13866,47790,9337,16082,61386,7809,15974,3835,3729,15332,9974,4934,8908,916,12995,11414,3328,3944,11179,5205,37128,18001,13080,5527,17287,12512,4087,14888,12318,5306,7017,2619,11300,8383,6467,11386,1914,2933,22227,10663,7941,8279,7115,5029,4410,5784,44947,6021,4668,17048,6295,7138,9844,133200,11805,10377,9686,26906,29046,26762,6707,9656,13278,2855,7267,8888,9873,63065,115585,813992,4017,9974,7138,4087,9686,87804,51865,20288,27754,91908,35311,734701
2018-05,1081525,1082136,3996,11876,14736,6452,6387,8866,23178,4644,5838,7292,64144,13605,47226,9272,15932,60824,7724,15849,3813,3655,15169,9911,4885,8804,887,12862,11336,3311,3937,11086,4924,36820,17823,13115,5434,17200,12345,4098,14709,12181,5245,6953,2614,11148,8310,6420,11282,1924,2950,21886,10543,7805,8189,7041,4974,4425,5724,44399,6016,4688,16968,6093,7225,9675,132100,11597,10345,9343,26649,28805,26469,6623,9571,13139,2923,7284,8869,9773,61938,114000,806774,3996,9911,7225,4098,9343,86975,51581,20155,27320,90750,34618,727813
2018-04,1081750,1079760,3960,11897,14730,6470,6368,8830,23036,4675,5833,7268,64116,13601,47195,9219,15916,60790,7735,15842,3805,3665,15155,9849,4845,8757,906,12871,11270,3287,3856,11095,4850,36839,17848,13046,5426,17142,12243,4049,14614,12159,5207,6859,2613,11092,8308,6392,11271,1898,2928,21937,10552,7812,8140,7028,4974,4467,5678,44260,6027,4760,16915,6082,7183,9669,132177,11567,10316,8605,26642,28834,26498,6592,9566,13100,2907,7332,8857,9653,61922,112657,806025,3960,9849,7183,4049,8605,86779,51328,20237,27363,90243,34559,727277
2018-03,1082885,1076139,4041,11759,14651,6446,6402,8765,22892,4634,5793,7248,63642,13557,46966,9173,15898,60559,7665,15762,3812,3668,15081,9775,4806,8768,879,12747,11256,3291,3961,10951,4839,36453,17716,13096,5449,17117,12175,4099,14717,12137,5219,6844,2697,11057,8293,6397,11234,1881,2957,21785,10434,7812,8082,7022,4987,4455,5774,44468,6002,4816,16919,6060,7160,9572,130870,11570,10268,9209,26462,28686,26310,6547,9528,13060,2757,7502,8861,9931,61642,114217,801703,4041,9775,7160,4099,9209,86259,51163,20040,27234,91192,34408,723340
2018-02,1083813,1076605,4039,11788,14602,6454,6543,8748,22952,4641,5789,7289,63754,13413,47121,9197,15911,60602,7695,15828,3781,3669,15139,9893,4819,8807,891,12762,11163,3304,3921,10917,4796,36527,17754,13079,5386,17135,12143,4084,14639,12147,5152,6857,2675,11093,8285,6364,11217,1890,2956,21769,10419,7864,8083,7020,5013,4440,5732,44344,6009,4792,16956,5982,7112,9516,131310,11606,10206,9047,26541,28717,26376,6556,9551,13116,2691,7475,8880,9869,61218,113755,803288,4039,9893,7112,4084,9047,86111,51237,19998,27155,90776,34063,724941
2018-01,1084419,1088312,4173,11918,14769,6509,6740,8858,23187,4734,5824,7487,63943,13621,47363,9305,15961,60778,7733,15967,3810,3726,15206,10101,4864,8959,878,12823,11325,3333,4021,11172,4904,36682,17803,13274,5480,17302,12584,4206,14919,12228,5263,7103,2718,11210,8312,6390,11417,1968,2961,22127,10613,7945,8180,7089,5106,4567,5779,44839,6076,4845,16967,6175,7458,9648,131902,11703,10499,10062,26653,28869,26362,6680,9586,13204,2782,7660,9030,10098,62314,116556,809025,4173,10101,7458,4206,10062,87869,51842,20473,27607,92220,34707,729252
2017-12,1084929,1100456,4399,11767,14677,6594,6743,8786,23492,4820,5818,7536,65470,13805,48103,9380,16103,61901,7865,16195,3860,3792,15346,10062,4898,9086,882,12926,11495,3327,4016,11496,4963,37293,17768,13256,5413,17499,12501,4331,14913,12379,5359,7139,2790,11337,8439,6412,11707,1935,2940,22012,10499,7990,8159,7163,5146,4610,5803,45351,6041,4739,17246,6225,7157,9804,134742,11950,10446,9899,26780,29444,26835,6682,9775,13397,2808,7514,9128,10094,62618,117014,820839,4399,10062,7157,4331,9899,87236,52169,20926,27425,92654,35193,740587
2017-11,1084425,1097249,4407,11801,14812,6617,6722,8799,23555,4819,5888,7502,65118,13770,47909,9395,16024,61415,7802,16143,3852,3809,15282,10048,4901,9055,855,12861,11455,3327,4040,11519,4940,37043,17687,13184,5496,17387,12527,4385,14979,12420,5385,7126,2730,11314,8388,6369,11648,1950,2861,22277,10541,8010,8134,7131,5132,4551,5816,45526,6047,4675,17126,6181,7257,9726,134232,11905,10406,9738,26649,29224,26675,6704,9770,13317,2739,7409,9013,10017,62835,116920,817444,4407,10048,7257,4385,9738,87391,52181,20889,27773,92727,35062,737117
2017-10,1041748,1047505,4177,11294,14168,6321,6364,8456,22681,4591,5718,7252,61749,13389,45668,9050,15313,58402,7362,15463,3668,3700,14492,9860,4687,8707,813,12224,11006,3220,3994,11038,4773,34883,16841,12293,5319,16725,11874,4207,14420,11907,5384,6798,2859,10891,7998,6054,11179,1884,2700,21514,10162,7733,7758,6853,4949,4290,5644,43577,5770,4337,16338,6183,6950,9495,126173,11452,9928,9432,25351,27815,25235,6378,9358,12988,2708,6976,8643,9700,61284,112553,777803,4177,9860,6950,4207,9432,83395,49794,19919,26833,89084,34451,701140
2017-09,1079960,1083296,4337,11757,14803,6528,6527,8914,23445,4887,5814,7379,64064,13749,46800,9391,15873,60418,7736,16074,3747,3841,15049,10421,4931,8961,913,12819,10876,3288,3978,11708,4975,36378,17379,12732,5446,17001,12388,4165,15059,12164,5479,7107,2692,11134,8342,6143,11399,1978,2829,21950,10607,7987,7906,7133,5077,4510,5931,45102,6045,4476,16770,6317,7549,9856,131211,11857,10350,8292,26418,29052,26341,6721,9712,13361,3054,7306,8816,9768,62797,115169,805402,4337,10421,7549,4165,8292,87123,51613,21105,27396,92119,35401,725135
2017-08,1078833,1084803,4395,11780,14967,6550,6595,8842,23663,5016,5851,7444,63753,13656,46647,9435,15783,59992,7666,16041,3780,3904,15029,10472,4973,9063,925,12749,10925,3328,4054,12042,5221,36040,17313,12823,5414,17186,12589,4232,15109,12169,5498,7387,2787,11184,8330,6066,11457,2041,2888,22170,10722,8061,7898,7189,5138,4580,6151,44955,6099,4470,16661,6393,7746,9836,129665,11856,10682,8699,26266,28868,26162,6871,9753,13498,2999,7412,8959,9990,62967,116458,804084,4395,10472,7746,4232,8699,88310,52020,21638,27584,92892,35383,722680
2017-07,1081644,1085324,4310,11684,14899,6538,6573,8801,23457,4996,5819,7444,64209,13588,47111,9380,15846,60626,7657,15995,3778,3854,15111,10218,4959,9110,912,12782,10968,3316,3983,11893,5181,36383,17415,12821,5414,17192,12551,4188,14908,12195,5403,7251,2702,11157,8341,6093,11448,2039,2886,22026,10698,8078,7922,7180,5297,4569,6100,44842,6050,4452,16688,6358,7504,9777,130530,11829,10573,8479,26421,28963,26417,6809,9744,13486,2969,7346,8913,9923,62566,115290,806944,4310,10218,7504,4188,8479,87718,51708,21458,27440,92283,35126,726274
2017-06,1088764,1078640,4207,11646,14549,6498,6414,8818,23078,4879,5781,7226,64173,13728,46979,9238,15797,60456,7659,15855,3704,3777,15065,10110,4915,8935,916,12663,10803,3312,3923,11405,5030,36410,17393,12680,5496,17043,12283,4032,14631,12114,5359,6943,2728,11055,8291,6064,11271,1981,2854,22310,10543,7931,7846,7089,4934,4475,5800,44585,5898,4460,16635,6272,7434,9770,130591,11760,10224,10158,26355,28824,26385,6594,9656,13170,3025,7191,8733,9827,62935,115462,801503,4207,10110,7434,4032,10158,86060,50894,20759,27806,90987,35129,722416
2017-05,1098575,1094856,4233,11861,14809,6607,6492,9063,23412,5068,5888,7236,64785,13897,47326,9325,16001,61115,7794,16011,3749,3805,15233,10463,4933,8888,926,12733,10956,3370,4014,11743,5105,36737,17515,13026,5594,17418,12528,4139,14966,12274,5440,7289,2729,11189,8427,6174,11411,2035,2991,22835,10761,7950,7958,7126,4950,4666,5984,45547,5993,4624,16916,6323,7635,10094,132163,11883,10590,10122,26611,29210,26642,6700,9757,13287,3161,7536,8902,10213,64183,118183,811281,4233,10463,7635,4139,10122,88225,51756,21477,28429,93365,35754,730413
2017-04,1108640,1110885,4358,12076,15114,6727,6563,9185,23719,5183,5992,7308,65670,14140,48001,9444,16239,61873,7928,16302,3773,3881,15459,10444,5013,8989,949,12916,11128,3444,4074,11919,5160,37241,17711,13324,5672,17741,12740,4175,15118,12451,5502,7323,2795,11325,8584,6268,11570,2035,3061,23246,10895,8116,8080,7222,5053,4802,6128,46347,6119,4834,17138,6382,7707,10249,134287,12082,10818,9524,26936,29584,26965,6795,9915,13506,3200,7834,9112,10399,65191,119386,823371,4358,10444,7707,4175,9524,89780,52606,21904,28918,95060,36273,741154
2017-03,1116778,1119162,4462,12162,15248,6738,6616,9211,23765,5212,5997,7315,66150,14424,48234,9456,16320,62080,7960,16356,3771,3872,15530,10563,5033,9042,959,12980,11157,3455,4167,12024,5211,37414,17836,13503,5696,17760,12894,4403,15252,12519,5536,7364,3093,11381,8628,6297,11661,2134,3116,23322,10953,8123,8135,7240,5109,4865,6152,46667,6166,4934,17238,6533,7559,10419,134917,12103,10889,10569,27041,29618,27195,6891,9960,13599,3233,7987,9234,10557,65930,121587,827280,4462,10563,7559,4403,10569,90546,52890,22101,29018,95993,36912,744730
2017-02,1121892,1139771,4594,12396,15460,6890,6705,9342,24206,5311,6116,7448,67279,14815,49182,9667,16617,63240,8104,16609,3850,3938,15831,10750,5118,9216,978,13218,11375,3534,4221,12189,5286,38020,18167,13775,5797,18042,13203,4452,15611,12781,5660,7593,2891,11619,8799,6419,11785,2179,3177,23886,11159,8272,8265,7352,5200,4945,6316,47751,6319,5042,17557,6700,7714,10662,137256,12353,11070,10721,27294,30182,27642,7010,10156,13860,3300,8150,9394,10791,67520,124191,841988,4594,10750,7714,4452,10721,92275,53967,22445,29683,98126,37837,757862
2017-01,1122137,1116539,4535,12190,15185,6780,6587,9197,23912,5222,5918,7370,65739,14399,48091,9486,16244,61739,7849,16231,3752,3832,15520,10783,5015,9102,916,12955,11194,3387,4171,11971,5172,37182,17683,13616,5697,17491,13112,4279,15382,12475,5671,7504,2818,11350,8570,6308,11532,2093,3083,23389,10947,8083,8100,7175,5171,4850,6103,46923,6192,4920,17130,6554,7556,10526,134277,11870,10944,11227,26666,29441,26974,6923,9860,13492,3131,8029,9146,10648,66236,122973,823169,4535,10783,7556,4279,11227,90922,53206,22043,29086,96428,37150,740364
2016-12,1118860,1132074,4663,12166,15271,6904,6828,9084,24428,5207,5902,7576,66776,14487,48566,9732,16392,62715,7966,16318,3802,3850,15720,10969,5154,9354,908,13046,11451,3378,4278,12056,5338,37542,17638,13958,5707,17628,13436,4271,15616,12533,5863,7797,3006,11431,8744,6408,11823,2086,3086,23573,10990,8220,8197,7341,5314,4903,6110,47848,6236,4867,17386,6607,7661,10678,136366,12070,11091,11064,26753,30115,27418,7118,9941,13828,3196,8095,9234,10997,66915,124978,834895,4663,10969,7661,4271,11064,91820,54354,22166,29280,98282,37635,750714
2016-11,1114217,1103959,4372,11824,14848,6707,6601,8875,23749,4996,5757,7367,65563,14131,47628,9457,16044,61444,7811,16015,3730,3762,15427,10674,5006,9057,902,12824,11180,3291,4059,11754,5112,37005,17305,13400,5584,17118,12827,4155,15262,12201,5643,7398,2800,11149,8542,6289,11491,1964,2927,23023,10646,7965,7987,7140,5068,4674,5980,47005,6000,4662,16998,6329,7414,10316,134285,11733,10613,10345,26239,29496,26923,6820,9719,13435,3128,7665,8911,10418,65026,120892,816584,4372,10674,7414,4155,10345,88513,52606,21424,28607,95501,36419,735140
